Gender,Marital_status,Nationality,Age_at_enrollment,Debtor,Scholarship_holder,Tuition_fees_up_to_date,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Displaced,Attendance,Educational_special_needs,International,Application_mode,Application_order,Previous_qualification,Course,Previous_qualification_(grade),Admission_grade,Curricular_units_1st_sem_(enrolled),Curricular_units_2nd_sem_(enrolled),Curricular_units_1st_sem_(evaluations),Curricular_units_2nd_sem_(evaluations),Curricular_units_1st_sem_(approved),Curricular_units_2nd_sem_(approved),Curricular_units_1st_sem_(grade),Curricular_units_2nd_sem_(grade),GDP,Inflation_rate,Unemployment_rate,Target,Curricular_units_1st_sem_(credited),Curricular_units_2nd_sem_(credited),Curricular_units_1st_sem_(without_evaluations),Curricular_units_2nd_sem_(without_evaluations)
0,1,1,38,0,0,0,1,4,6,7,1,1,0,0,1,1,2,1,166.05631426880242,170.77996733022314,3,4,1,0,0,0,15.883482500898353,15.374230662697268,3.493296220444451,1.513556112659037,3.6530046629259045,Graduate,0,0,0,0
0,1,1,28,0,0,0,2,1,6,7,0,0,0,0,1,1,3,7,169.0318124780546,172.45481089961115,3,2,2,2,3,2,18.66252899112969,18.39820266803846,3.502670563126969,1.717943387965021,5.792661763808167,Graduate,0,0,2,0
0,1,1,18,0,0,0,4,4,1,3,1,1,0,0,1,2,3,8,145.5863381860652,146.3773816239349,5,4,3,3,4,4,14.388603461108536,14.126653212306842,0.8476792272916445,1.0194249633620422,7.033512179016104,Enrolled,0,0,0,0
1,2,1,21,0,1,0,6,5,5,2,1,1,0,0,2,2,2,3,132.08024396560847,132.8763539203516,5,4,4,5,5,4,15.142310668511989,14.744442777315754,1.8105178126396477,1.9340863941287698,4.666136640414028,Dropout,0,0,0,0
0,1,1,22,0,0,0,4,2,7,2,1,1,0,0,1,4,2,7,142.6508393114568,139.0121358272021,6,5,7,7,4,4,13.397338870211769,13.973896767263183,1.8746113452553774,1.163381503836428,6.6574061547770516,Graduate,0,0,1,0
0,2,1,25,0,0,0,3,2,5,6,1,0,0,0,1,1,2,5,189.14684025697784,182.2815801549811,5,4,5,6,1,2,17.91640542600301,16.501230536109457,3.510209246052435,1.227184293619356,3.479308750830378,Graduate,0,0,0,0
0,1,1,19,0,0,0,2,2,7,10,0,1,0,0,1,1,2,1,139.7720938942677,146.16996648068016,3,2,1,2,3,2,19.62391843923547,20.192824848074135,1.231971428580266,1.7256848996745449,4.443609733714859,Dropout,0,0,0,1
1,1,1,18,0,0,0,3,3,3,6,1,1,0,0,1,2,2,6,134.8373348300906,125.6575168905493,3,2,2,2,2,2,15.473383575523918,13.152053465235335,2.09297247522183,1.1060439416348162,5.450679891513388,Graduate,0,0,0,2
1,1,1,17,0,0,0,3,2,10,5,1,1,0,0,1,1,2,6,144.95900493900504,151.97618922737823,5,6,5,6,2,2,16.073011332815625,15.797797676935643,2.175411835051349,1.177703183229612,3.7343933883395604,Dropout,0,2,0,0
0,1,1,19,0,0,0,6,4,10,7,1,1,0,0,1,1,2,3,163.91813224542219,167.7777554054951,5,5,5,5,3,4,17.36035169249785,18.08673348992327,1.2349011879610687,1.2244764461242479,6.097655930380158,Graduate,0,0,2,2
0,1,1,18,0,0,0,1,5,4,4,1,1,0,0,1,2,4,2,170.72064326687683,172.02753369855213,5,4,4,4,5,4,17.33635574225477,18.166177585045276,1.49248428824724,1.6857130339276853,5.312467849602898,Enrolled,0,2,0,0
0,1,1,19,0,1,0,2,6,5,7,0,0,0,0,1,4,2,7,118.8475892681175,106.48345182136609,3,3,2,1,3,2,15.35856022528977,14.622760269413558,1.6721124828255958,0.8030299707943034,11.317556618725565,Graduate,1,0,1,0
1,1,1,18,0,0,0,1,3,1,8,0,1,0,0,1,1,2,3,129.69485081546947,132.06157304535012,4,4,4,5,4,4,16.120696329675177,17.016740553336234,2.3452319069341905,1.6885895214024371,4.7269446247489535,Graduate,0,0,1,0
1,3,1,18,0,0,0,2,2,7,5,1,0,0,0,3,1,2,3,153.60028612607957,149.16361732271216,3,4,1,2,2,1,15.199354670864551,13.076650749353325,1.971032663943906,1.2242609492273595,9.574516926312489,Dropout,0,1,2,0
1,1,1,17,0,0,0,2,3,6,3,1,0,0,0,5,1,2,8,166.01290847707034,164.8335923478151,6,5,7,6,4,3,15.567770283927064,15.901926819053466,1.5247807842291257,1.2482334541246094,7.9013485593490405,Dropout,0,0,0,0
1,1,1,19,0,0,0,2,4,6,6,0,0,0,0,1,1,3,2,178.54374499502023,177.19418274573957,5,5,4,4,1,2,14.462689998842276,16.608213406285547,1.8224179872536461,1.682776870402482,7.635018764755979,Graduate,0,0,0,0
0,1,1,30,0,0,0,5,3,9,3,1,1,0,0,1,1,2,1,146.9115574709522,147.02607522692887,3,4,4,5,3,2,17.96566135010207,18.49005857420066,1.0089047575671617,1.6974052028729867,6.250513281289393,Graduate,0,0,0,0
1,1,1,28,1,0,0,2,4,2,6,0,1,0,0,4,3,2,7,148.32818315062457,149.56012467520034,6,6,7,6,5,5,13.946000464826787,14.396491191992775,0.061104883522404174,1.2031935204918045,9.501217398245515,Graduate,0,0,0,0
0,2,1,21,0,1,0,2,3,7,7,1,0,0,0,2,2,2,3,117.95415551042487,116.90568386990107,6,7,4,5,5,5,14.347514039324393,14.864483241090134,1.8387962986611348,1.0496457572566926,5.683953951065448,Dropout,0,0,0,0
1,1,1,20,0,1,0,4,3,6,6,0,1,0,0,1,2,3,8,143.2690173101024,130.8208432276076,3,2,1,2,3,2,12.687246732966162,13.724886708562908,2.0654718831940166,0.9591370105003582,4.814116453653072,Enrolled,1,0,0,0
0,1,1,19,0,1,0,2,2,10,2,0,0,1,0,5,3,2,3,137.80725220505124,138.30010724891306,6,7,4,5,5,4,13.538782811510849,13.170446097157098,2.4170075530931365,1.1275219023475849,4.698283250733571,Graduate,0,0,0,0
1,3,1,37,0,0,0,3,2,6,7,1,1,0,0,1,4,2,8,151.14052926212815,154.19884033393922,6,6,6,6,5,5,18.505913487250183,19.276952330592266,0.90842367018129,0.5119435717473517,5.0891520881010734,Enrolled,0,0,0,0
0,1,1,20,0,0,0,2,6,10,7,1,1,0,0,5,2,2,8,154.34177766621127,149.7265295992837,5,6,3,4,0,1,16.091362162694452,14.520832786979133,3.4387828867359564,1.4636004091119874,9.010131472138358,Graduate,0,2,0,0
0,1,1,21,0,0,0,2,2,8,10,1,1,0,0,4,1,3,4,121.91724867324416,127.23308998499255,4,4,2,3,1,2,15.481988779232548,15.545390022935836,3.611478795899825,1.4001911472541158,6.10996413637174,Enrolled,0,0,2,0
1,1,1,19,0,0,0,6,4,7,2,1,1,0,0,1,2,2,5,127.33150556395297,127.4652849670236,6,5,6,5,2,2,13.769904916713825,12.78624708670763,2.2526439712548734,0.9603714046557915,6.740608211375409,Dropout,0,1,1,0
1,1,1,17,0,0,0,6,2,10,7,1,1,0,0,4,1,4,7,200.0,200.0,4,3,3,2,3,2,17.06199553098277,15.932002527765215,2.990273223196229,1.8680631484501475,2.290795378308299,Dropout,0,0,0,0
1,3,1,21,0,0,0,2,3,2,7,1,1,0,0,1,4,2,8,147.9448267953407,143.54197211762886,5,4,6,6,0,1,15.562500078720744,17.20739131448712,1.6972068353560945,0.8176942330046798,8.563449178750227,Graduate,0,0,0,0
0,1,1,18,0,0,1,4,4,5,6,1,0,0,0,2,2,1,7,151.82603208463917,154.839803242797,6,6,5,6,5,6,14.87511483908515,16.09591845596422,1.262593225518172,1.1725633444661518,5.048749390092773,Graduate,0,2,1,0
0,1,1,27,0,0,0,3,5,9,7,0,1,1,0,1,1,4,1,125.06340128036814,124.84969934008375,4,3,4,3,1,2,16.26444013333308,16.926679888741397,2.114816601386447,1.1423409285969712,6.833452215906069,Enrolled,2,1,0,0
0,2,1,19,0,0,0,3,5,9,2,1,1,0,0,2,1,2,6,174.2706451794172,172.7674681242898,4,3,2,2,4,3,16.504302935641853,17.520252520087553,1.9964420963883442,2.1714520022484862,9.465415527857116,Enrolled,0,0,0,1
1,3,1,18,0,0,0,4,5,7,3,0,0,0,0,1,1,2,4,138.1811288274053,140.27831532691272,3,3,1,2,3,3,16.68996796646458,16.07081324731515,1.2135270338567345,0.7441516865894491,4.014063464650313,Dropout,1,1,0,0
0,1,1,35,0,0,0,1,2,9,10,1,1,0,0,4,1,2,3,186.16549691882793,177.35853981408414,3,3,4,4,0,0,13.577897881560059,13.970832516942275,0.596001117835814,2.4842661680998948,7.929262358530521,Graduate,0,0,0,0
1,1,1,21,1,0,0,4,5,6,3,0,0,1,0,1,3,2,3,158.6707595953655,170.35410135143525,5,4,3,3,3,2,12.600445963829184,13.818676777687267,1.5639057712502489,1.595520436997746,11.090791542791766,Dropout,0,1,0,0
1,1,1,17,0,0,0,1,3,5,10,0,1,0,0,1,2,2,3,171.66612898825252,165.5704918347401,3,3,3,3,2,1,13.395098430874665,14.263711758254415,3.037206274058229,2.793899012929767,7.11490413191375,Graduate,0,0,0,0
0,2,1,27,0,0,0,3,2,7,5,1,0,0,0,1,1,3,4,122.64640407373804,123.96330973075621,3,2,3,2,3,2,14.574154025524422,13.936231808355043,2.0488863170721374,1.6870876302801923,4.7259695033490985,Dropout,0,0,0,2
1,1,1,19,0,0,0,3,2,7,7,1,0,0,0,1,1,2,4,134.15265962515664,139.98272262573127,5,6,3,4,2,1,14.729639399735566,13.977099546649264,3.617877558505125,1.7710399739816842,5.5422314366722265,Graduate,0,0,0,0
0,1,1,25,0,0,0,2,1,3,7,0,1,0,0,1,1,1,6,158.16787884218425,162.38372451538115,3,3,3,3,3,3,15.273810880845623,13.729650906559167,2.052039394907035,0.7820439850513733,6.506393030084906,Dropout,0,1,0,0
1,1,1,18,0,0,0,2,4,3,7,1,0,0,0,3,1,3,2,133.37252886311302,134.73843231166265,3,3,1,1,1,2,14.823011540182153,17.09347187780351,0.8039942866995244,1.4988399190874966,8.172585775703734,Graduate,0,0,0,0
0,1,1,24,0,1,0,2,5,6,10,1,0,0,0,1,1,2,6,150.33726976032833,150.75508708625514,6,6,5,6,0,-1,15.2394883828501,14.6904804879886,0.0390303722854064,1.4415534018771345,3.718476492982514,Dropout,0,0,0,0
1,2,1,27,0,1,0,2,1,3,3,1,1,0,0,2,4,1,4,161.01881422401414,153.45308563354,4,5,4,5,4,4,12.491334057028322,12.753148908614278,2.1520982198862155,1.0558356052741016,6.0984062773390395,Graduate,0,0,0,0
0,1,1,18,0,0,0,3,2,6,10,0,1,0,0,1,1,3,4,150.34923560041892,143.0230868288079,4,5,5,4,1,1,16.72164503644579,18.09875221630918,0.7826923282752742,1.231665912546923,10.57632093986682,Dropout,2,0,0,1
0,1,1,17,0,1,0,5,1,7,2,0,0,0,0,4,1,2,2,95.0,95.0,5,6,6,6,5,6,15.599917981703324,14.415499586793036,2.3456517349195782,1.1718970480959179,6.5200224441471,Graduate,0,0,0,0
1,3,1,18,0,0,0,3,3,10,8,0,1,0,0,1,2,1,2,163.71697165795905,169.34937064290855,6,6,7,7,2,1,17.155992843640504,16.64094575944806,2.003139264406984,1.8749323791250758,1.7259108713189593,Dropout,0,0,1,0
0,2,1,23,0,1,0,3,5,3,9,0,1,0,0,1,1,3,5,149.1200648587065,149.8289006019886,5,5,6,6,3,3,11.76806220263814,13.734939247645581,2.5174878206192925,1.8271161296750813,6.071943041076985,Dropout,0,0,0,0
0,1,1,19,0,0,0,6,3,2,9,0,1,0,0,2,3,4,5,176.3148730906106,170.84991228669028,5,4,6,7,5,4,16.24669958891152,17.60986690251163,2.7694440974006165,2.3636233901959085,7.586320800519989,Graduate,1,0,2,1
1,2,1,18,1,0,0,6,1,5,7,0,1,0,0,2,2,2,6,170.1960786905811,160.9953697434167,6,7,7,8,3,2,15.316985058865662,16.26625135949768,3.5397613732400437,2.1544627279705932,3.8129907497618785,Enrolled,1,0,0,0
0,1,1,18,0,0,0,3,3,2,5,0,1,0,0,1,2,3,3,152.76337486782623,149.26524449879534,3,3,3,2,1,2,15.656435604034524,14.203377504761685,1.9964578665732078,1.1303817170684858,3.9310940395248197,Graduate,0,0,0,0
1,1,1,23,0,0,0,6,2,7,10,0,0,0,0,1,3,2,4,149.61040465467238,140.63065482642568,6,6,7,7,0,0,15.759286264199861,14.99173912141958,2.467788694956733,0.8945164119062023,6.976925621239565,Graduate,0,0,0,1
0,1,1,18,0,0,0,2,6,10,1,1,0,0,0,1,4,2,8,150.45628334934239,149.928797673987,3,3,1,2,0,-1,12.63457788479949,12.272695701024654,0.8450903567066905,1.262153180154257,6.100924729900543,Graduate,0,0,0,0
0,1,1,20,0,0,1,4,3,3,7,1,0,0,0,1,2,1,2,158.59000787582022,162.51384113816965,6,6,6,5,1,0,14.43597441109361,14.713767603501111,2.8216193775641205,1.2701914667354153,6.063002533156637,Graduate,0,0,0,0
1,1,1,23,1,0,0,4,1,7,4,1,1,0,0,1,5,2,7,111.27639863821719,117.18590420414749,5,4,4,3,4,3,18.629902503020624,17.469436341887207,3.2082529562290754,1.7125899261416997,3.0328100520552908,Graduate,0,0,0,0
0,1,1,26,0,0,0,4,3,3,7,0,0,0,0,1,3,3,8,118.59342703684686,126.0449204813851,6,7,5,5,0,0,11.706634812494915,11.986894010341995,2.029201539113796,0.8960743620917628,1.7726863953229506,Graduate,0,0,0,0
0,2,1,35,0,1,0,3,3,5,4,0,0,0,0,1,1,2,8,184.30715250451112,184.43994843739998,3,3,4,3,3,3,14.57216450345116,15.429696475207743,2.7347744760306587,1.8069811416045107,4.9721423008391294,Dropout,0,2,0,0
0,1,1,17,1,0,0,2,2,7,10,0,1,0,0,1,3,2,1,173.86197769164585,180.12803423074237,3,2,3,2,0,-1,14.637060786340493,14.409554699326865,3.20812806213132,1.2448236919169378,4.321286468672765,Graduate,1,0,0,0
0,1,1,19,0,0,0,2,2,7,7,1,1,0,0,1,2,3,5,133.7128575908432,139.2402199383925,5,4,3,3,2,2,13.17186082226537,12.562071473055495,1.03897651119556,1.0622433359874128,8.070753763381905,Enrolled,0,0,0,0
0,3,1,17,0,0,0,1,2,7,7,0,1,0,0,3,2,2,1,169.2276334272101,177.30249800891747,3,2,4,3,2,2,16.78001222586195,17.334738305750506,1.179468463098118,2.6258178617111456,9.431383436621855,Dropout,0,0,0,0
0,1,1,21,0,0,0,1,4,3,7,0,1,0,0,1,1,3,3,179.74663046233343,176.6387441306351,4,5,5,4,4,3,12.877792260785494,12.82402576420059,2.400697536376469,1.6076690471410704,4.201001258332011,Dropout,2,0,0,1
0,1,1,21,0,1,0,1,2,6,10,0,1,0,0,1,1,2,6,126.48057203385989,126.47652217940768,4,3,3,4,0,-1,11.834651531094803,10.454878187437457,1.0866920667064788,1.8959384837161033,8.184880829031137,Graduate,1,0,1,0
0,1,1,21,0,1,0,5,3,2,1,0,0,0,0,3,3,2,4,129.14313323446072,132.34749307961638,3,4,3,3,2,2,12.238292233816095,12.722415443288492,2.0322274482702416,1.7607835591366543,2.321987834213499,Graduate,0,0,0,0
1,1,1,17,0,1,0,1,3,7,8,1,0,0,0,3,1,4,2,125.95754645024603,112.33273259742495,3,4,1,2,2,1,15.081213183491505,13.951300159355625,2.075393375296417,1.4925939973490314,7.7523790692953725,Enrolled,0,0,0,0
1,1,1,20,0,0,0,1,4,5,7,0,0,0,0,5,4,2,3,176.84506480352388,180.92137442969963,6,5,4,5,0,0,15.306784615006109,14.698150622594042,2.7599434558407054,1.2916234382628278,6.949073334708618,Dropout,0,0,0,2
1,3,1,19,1,0,0,3,3,7,1,1,1,0,0,1,4,2,1,155.18089146460017,158.11125012258114,5,5,3,3,1,2,15.612057748212633,17.175621762770916,2.000151783096473,1.7851877271187058,4.035013644019113,Graduate,1,0,0,1
0,1,1,24,0,1,0,6,5,10,9,0,1,0,1,1,1,2,5,195.0400106651178,195.7428499336929,6,5,6,7,3,2,16.853891654102924,16.83206787688801,1.0991154611955554,0.33309416907551426,9.032147117299093,Graduate,0,0,0,0
1,3,2,23,0,0,0,1,6,1,2,0,1,0,0,1,2,2,1,140.57502476365002,146.5626376675943,4,5,3,4,2,3,16.353061902451522,18.033727612246505,1.6092976347245271,1.8141224178172897,4.937632732652809,Graduate,0,0,0,0
0,1,1,17,0,0,0,4,3,10,7,1,1,0,0,1,1,4,1,161.22870864865,161.8894435530711,6,7,7,8,5,6,12.325537963041064,12.421411919446752,1.8871865278466082,2.1469384797956277,5.143241325929801,Dropout,0,0,0,0
0,1,1,20,0,0,0,2,3,5,2,1,1,0,0,1,1,4,2,176.94402484067544,181.29660235185025,6,5,5,6,6,5,13.691246005151504,11.17267552937951,2.571254896437204,1.9138684513803168,3.5355771143208705,Graduate,2,1,0,0
0,1,1,22,0,0,0,4,5,3,3,1,0,1,0,1,2,3,4,179.3475494854064,187.96212057234803,4,4,5,4,1,2,16.493342319025064,15.462794417625886,2.325326158623771,1.6910955927711504,5.42265670889379,Dropout,1,0,0,0
0,1,1,20,0,0,0,2,1,2,7,1,1,1,0,1,1,2,8,153.79771654490503,160.38314515203072,3,2,3,4,3,2,13.321163971160555,12.190819253890675,3.21520457221921,0.6491133270944786,2.037456961256095,Graduate,0,0,0,0
1,1,1,22,0,0,0,6,6,9,4,0,0,0,0,5,1,2,3,138.8620123824481,143.26110998544058,3,2,2,1,2,1,17.366415177217984,20.279565394771573,3.5972512051081766,1.4916475857240912,6.9527088220224105,Graduate,0,1,1,0
0,2,1,17,0,0,1,4,2,7,4,1,1,0,0,4,3,1,5,139.70936792329903,145.2741383687237,3,2,4,5,2,1,14.167372754549916,13.958496335002021,1.35724550594643,1.533972701809079,5.817421233947397,Graduate,0,0,0,0
1,1,1,17,1,0,0,4,1,3,10,1,0,0,0,1,1,2,4,151.54339401414947,151.53310392318747,4,3,3,3,0,1,15.819212071941156,16.515415096172585,1.9509055216491795,1.6792402213234314,1.6083858819290189,Graduate,0,0,0,1
0,3,1,22,0,0,0,3,4,9,5,0,1,0,0,1,1,2,2,151.0122528920823,152.93594897496374,5,6,3,3,0,-1,17.261923140103185,17.08569803542395,2.1224784825515455,1.9601904042220624,2.0147201958692995,Graduate,0,0,0,0
1,2,1,17,0,0,0,2,3,4,6,0,1,0,0,1,2,2,1,95.0,95.0,5,4,3,3,3,3,17.202239103374776,17.63141284719594,2.181808319364026,2.2010511880902843,4.920232537908003,Graduate,0,1,0,0
0,1,1,24,0,0,0,4,3,2,4,1,0,0,0,3,2,2,5,140.37915386459665,138.73902367489225,6,6,4,5,1,0,11.24922163096675,10.10666968914174,1.8066239019992991,2.2034998190195623,6.247874605699302,Enrolled,0,0,0,0
1,1,1,38,0,0,0,1,3,10,10,0,1,0,0,2,1,3,3,142.6582908325937,136.80871729737734,6,5,4,3,0,1,15.30665199382452,15.827210571472278,1.9911471823218199,1.5716591292504611,2.0231936297744513,Graduate,0,1,0,0
0,2,1,21,0,0,0,1,2,6,10,1,1,0,0,1,3,2,4,166.13653805581578,166.7657459320791,5,4,6,7,3,2,14.497407044244817,15.337117072160934,3.1978044050105043,1.29131764615886,4.959367847022993,Graduate,0,0,0,0
1,2,1,32,0,1,0,5,4,4,7,0,0,1,0,4,2,3,3,166.91200869098898,168.0648843749357,4,5,2,2,1,2,12.146183248983261,12.25875413324683,-0.1306564381706541,1.561769062493266,7.010447648560358,Graduate,0,1,0,2
1,1,1,17,0,0,0,2,6,6,7,0,0,0,0,1,1,2,4,139.4811271978638,136.68865114587786,3,4,2,1,3,4,16.453609834055175,16.08646287720469,2.402407537542346,0.8446961976281376,5.419732881248741,Dropout,0,0,0,0
0,1,1,19,0,0,0,2,3,7,6,1,1,0,0,3,1,2,5,95.0,97.13128249644538,3,4,1,2,3,3,16.98435941669049,17.88312201934294,2.539574597688392,1.6397336323600011,5.048919264917428,Enrolled,0,0,0,1
0,1,1,23,0,0,1,2,2,7,3,0,1,0,0,1,1,2,7,161.2509050042423,164.79739915331297,6,5,4,4,2,2,12.94566497322215,12.883980212926085,4.565335331385548,1.5748441174661296,5.688908361190196,Graduate,0,0,0,1
0,1,1,20,1,0,0,1,1,10,7,1,1,0,0,1,2,2,7,181.5306795992569,178.29481876035283,6,5,7,8,1,2,15.835396531053338,16.123847529820843,3.159111798354939,2.5548628173692194,3.3218818987108936,Graduate,0,0,0,0
1,2,1,25,0,0,1,2,1,8,2,0,1,1,0,3,1,2,7,105.17545501685674,109.386247460868,6,6,5,6,5,5,16.190061077439136,17.48275218593478,3.546877601564022,2.3162906916942596,5.643993701271221,Enrolled,0,0,0,0
0,1,1,22,1,0,0,1,4,3,7,0,1,0,0,5,2,2,5,149.43948274638254,148.62296717807118,4,4,2,1,4,4,14.163942637771989,13.364306809651188,1.9638579272705,1.4203494129389933,5.555659349190637,Graduate,0,0,0,0
1,1,1,33,0,0,0,6,4,2,6,0,1,0,0,1,1,2,1,150.16240741686613,149.96689195456602,6,5,7,8,4,5,20.727887444600167,21.587224045249112,3.00763434467361,1.5941168844773626,4.478559313911297,Dropout,0,0,0,0
0,1,1,20,0,0,0,6,5,9,5,1,1,0,0,3,4,2,4,162.95031830937066,158.89618801044594,4,3,4,3,4,3,13.973591459787404,14.363025372919614,3.8280864780457846,1.0263859088541838,7.639368111949586,Dropout,0,0,0,0
1,2,1,24,0,0,0,3,3,6,7,1,0,0,0,4,4,3,6,188.35853714040056,194.3507770095757,6,6,6,6,3,3,14.738682121991536,16.650554151068377,3.5080247039551127,0.9441446996465578,6.340362209420951,Graduate,0,0,0,0
1,1,1,17,0,0,1,3,6,3,5,0,1,0,0,1,1,2,5,158.85465793362053,166.63068993974406,5,4,4,5,3,4,15.533822531645248,16.24926754694793,3.252197380116892,1.4713921416626867,3.8912123554551474,Graduate,0,0,0,0
1,1,1,17,0,0,0,3,4,7,7,1,1,0,0,2,1,2,4,157.60126192991072,163.9164564310218,4,3,2,2,0,-1,13.915408989301387,13.42989711289438,2.8814588711992997,0.7633175198698102,5.239470509094601,Graduate,0,0,0,0
1,1,1,23,0,0,0,2,3,6,5,0,0,0,0,4,1,2,1,115.02955413630079,108.90657435786788,5,4,4,4,3,2,14.685887495452382,15.870915361922606,0.9074989711850356,2.535099012101665,2.819130950710962,Enrolled,0,0,0,0
0,3,1,21,0,0,0,1,5,5,8,0,0,0,0,1,3,2,3,138.36024611804365,141.92879965437857,3,3,3,4,3,2,13.165780665238284,12.34531058176635,1.8200745651758257,1.0254328936538077,6.426709337844083,Graduate,0,0,0,0
1,1,1,17,0,0,0,4,2,3,10,0,1,0,0,1,4,3,2,161.9681578074037,162.52287500579845,3,2,1,1,3,2,14.253501645334318,13.820768455546286,2.046243374622467,1.4751630423357478,7.118501552504322,Enrolled,0,0,0,0
1,2,1,17,0,1,0,5,6,10,4,1,1,0,0,3,2,2,7,155.31637818565207,156.57963241109277,4,5,5,5,1,1,14.171644916289576,15.005619038036995,2.3618302708522942,1.9222173414552255,6.1558922023360285,Graduate,0,0,0,0
1,1,1,17,0,0,0,4,6,7,7,0,0,0,0,1,1,2,6,135.9598266236738,125.35132870958128,5,4,6,5,5,4,15.528540009814733,15.387045184553527,2.2839300995102483,2.302981833504497,9.595070056169527,Dropout,0,0,0,1
0,1,1,27,0,1,0,4,3,5,8,0,1,0,0,1,1,2,8,127.23936855568422,138.2980629595978,5,5,6,6,5,4,14.92637204456143,13.390810341195486,2.552371597411793,1.0555860057098214,4.52197388454919,Enrolled,0,0,0,1
0,2,1,19,1,0,0,4,2,2,4,0,1,0,0,1,1,1,2,136.78191909731297,139.89510713386835,3,3,2,1,3,2,16.90703725600655,18.190039350144318,2.5112764586047396,2.2366313686918238,5.287405235651443,Graduate,0,1,0,0
0,2,1,23,0,0,0,3,3,7,3,0,1,0,0,2,2,2,4,122.83733740213191,119.37250351311647,4,4,3,4,2,2,13.579385185823522,11.836924103754052,3.0144287291470784,1.1591604976896477,2.575904347639232,Dropout,0,0,0,0
0,1,1,22,0,0,1,3,3,6,5,0,1,0,0,1,2,3,8,122.48298711800763,120.55922728885743,5,6,6,5,5,6,15.915263641553903,16.172424786362154,2.6196546105516463,1.3415962112584372,4.393476734600368,Dropout,0,0,0,1
1,1,1,19,1,0,0,2,3,9,10,1,1,0,0,1,3,2,6,142.8988174927834,149.76051900789562,3,3,1,1,3,3,14.22213036563144,14.752802715499064,2.244910597737932,1.317369273822834,3.377105006806658,Dropout,0,0,0,0
1,1,1,26,1,0,1,2,6,7,7,0,1,0,0,1,1,1,7,148.94370680704827,151.15849403514937,5,5,3,3,5,4,19.203354806018446,19.856195967282034,2.4021072228044322,1.7613382432918068,5.1146002611788255,Enrolled,1,0,0,0
0,2,1,19,0,1,0,4,2,1,4,0,1,0,0,1,1,2,8,141.09257226820696,142.50399763892082,4,3,5,4,4,3,17.952205377303137,17.03194977337842,2.107822143071616,1.2372080628164852,7.3811526728851895,Dropout,0,0,0,1
1,1,2,18,0,0,0,4,3,7,3,1,1,1,0,4,1,3,5,147.7758080160984,151.67476671382371,3,4,4,4,3,2,14.863328535123406,12.419493218220603,2.3760944434092415,1.187566384084276,5.84940142321087,Dropout,0,1,0,0
0,1,1,17,0,1,0,3,2,7,3,1,0,0,0,1,1,4,2,123.43244110968448,128.4196089184562,3,4,3,3,0,0,18.712796702806173,20.28143025248732,2.52383419414215,0.9262149418199803,5.694741559269532,Dropout,0,0,0,0
1,1,1,28,0,0,0,3,2,4,5,1,1,0,1,1,3,2,4,131.76872339192948,127.86017895275765,4,3,3,2,4,3,15.938818261730326,14.143819655245371,0.8873371537533752,1.3723016162010846,7.214558633469577,Graduate,0,0,0,0
1,1,1,21,0,0,0,2,5,8,6,0,1,0,0,1,1,2,7,169.48623651235027,167.21445215334296,3,4,2,2,0,0,16.71095351089113,17.157303509258725,1.0300987093046303,2.1347295262544024,6.553370385098574,Dropout,0,0,0,0
1,3,1,18,0,1,1,1,5,2,9,0,1,0,0,1,3,2,6,119.6052580484008,124.46891101523948,5,4,3,3,4,3,15.304927338097848,14.940337104491645,2.1565691866322876,1.5491533867333396,6.597653682894502,Graduate,0,0,0,0
1,1,1,20,0,0,0,6,2,7,2,1,1,0,0,1,1,3,1,150.72121927025788,152.27955931252896,5,6,4,5,2,3,15.117735504907424,15.901723401117584,2.900226497412393,1.603437948287274,8.716226349644508,Graduate,0,0,0,0
0,2,1,21,0,0,0,3,2,7,3,0,1,0,0,1,1,2,6,143.86957746242518,140.19641370467127,4,4,3,3,1,1,13.925102844065462,13.69726260253678,2.9243531287436597,1.1934249375604962,3.32792368417054,Graduate,0,0,0,0
0,1,1,17,1,1,0,2,1,3,8,1,1,0,0,1,2,3,4,130.58950719172213,126.80853082551914,4,3,4,4,4,3,14.759192904171554,13.19393073099933,1.6312188353413435,2.207266005739947,7.331324655751361,Dropout,0,0,0,0
1,1,1,19,0,0,0,2,2,3,3,0,0,0,0,1,1,2,2,154.04419505590826,153.10186324202314,6,5,5,5,1,1,17.567448766695744,16.517740873856777,3.572605852067517,0.9162188461871363,4.609465802645091,Dropout,0,0,0,0
1,2,1,33,0,1,0,4,2,2,9,1,1,0,0,3,3,2,4,121.17459653325696,121.39281545109658,6,5,5,4,5,5,16.837206728961693,18.055988101687703,2.7523827693990084,2.121037426888911,5.9824025797508895,Graduate,0,0,0,0
1,1,1,29,0,0,0,4,3,3,3,0,1,0,0,2,1,3,3,140.2350506629992,143.1284747572174,4,4,5,5,4,4,13.050243283432977,12.24772189525315,3.5797982671648487,1.0322076626311265,1.853874325995902,Dropout,1,0,0,1
0,1,1,23,0,0,0,2,1,6,10,1,1,0,0,1,1,1,1,159.30390845110628,162.8074230395567,5,5,6,7,0,0,10.485051088598686,10.51831315103296,2.519426014019375,0.171670925496632,5.372243297014521,Graduate,0,0,0,0
