Gender,Marital_Status,Nationality,Age_At_Enrollment,Debtor,Scolarship_Holder,Tuition_Fees_Up_To_Date,Mothers_Qualification,Fathers_Qualification,Mothers_Occupation,Fathers_Occupation,Displaced,Daytime/Evening Attendance,Educational Special Needs,International,Application Mode,Application Order,Previous Qualification,Course,Previous Qualification Grade,Admission Grade,Curricular units 1st sem (credited),Curricular units 2nd sem (credited),Curricular units 1st sem (enrolled),Curricular units 2nd sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 2nd sem (evaluations),Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Curricular units 1st sem (without evaluation),Curricular units 2nd sem (without evaluation),GDP,Inflation Rate,Unemployment Rate,Target
1,3,2,42,1,1,0,4,6,1,3,1,0,1,0,2,2,1,1,147.84,137.02,10,10,1,1,0,2,7,10,2.93,4.97,3,2,-1.68,-1.41,13.32,Graduate
0,1,1,64,1,0,0,3,6,2,9,0,0,1,0,4,4,2,1,153.86,131.42,1,9,2,4,1,0,9,0,14.76,17.86,1,0,3.8,1.32,8.53,Dropout
1,1,1,69,0,0,1,6,4,3,5,0,0,1,1,5,1,4,3,188.56,189.17,8,0,4,2,10,0,8,1,2.86,5.0,0,4,-0.98,7.4,8.97,Enrolled
1,1,2,42,0,1,1,2,1,8,10,1,0,1,0,3,2,3,3,118.67,165.64,3,7,10,12,5,5,8,1,16.55,13.16,5,0,3.24,9.29,16.95,Graduate
0,1,1,40,1,0,1,4,6,8,9,1,0,0,1,4,3,4,6,150.37,97.99,2,7,1,8,7,1,0,6,0.94,9.38,3,8,-2.19,-0.5,18.31,Graduate
0,2,1,66,0,1,1,1,1,5,1,1,1,1,1,3,2,2,8,143.18,129.58,7,4,10,7,1,9,4,7,13.245000000000001,0.93,3,3,-0.3,2.06,5.44,Graduate
1,3,1,28,0,0,0,4,1,7,9,0,0,1,1,2,3,4,2,170.99,191.2,8,9,9,4,2,10,9,0,14.91,0.53,2,5,1.72,3.07,11.2,Graduate
1,3,1,47,0,0,1,3,2,7,5,1,0,1,0,2,5,3,3,175.46,198.54,7,4,6,10,9,1,5,6,16.08,2.42,0,5,3.96,8.2,18.81,Graduate
1,1,1,20,0,0,1,6,5,3,1,1,0,1,0,5,5,1,5,161.79,145.42,2,4,5,1,0,2,0,0,0.28,4.32,5,1,1.32,9.105,11.58,Enrolled
1,1,2,37,0,1,1,3,6,3,2,1,1,0,0,4,1,1,3,159.31,102.29,3,10,10,5,3,1,3,1,15.09,6.53,4,0,0.96,7.94,19.56,Graduate
0,3,2,56,1,0,1,3,5,1,3,0,0,1,1,3,3,2,8,99.61,99.47,6,3,4,10,6,3,8,3,3.62,0.16,2,5,0.55,5.14,19.35,Graduate
0,3,2,37,1,1,1,3,4,9,4,1,0,1,1,2,1,4,2,156.75,144.78,10,10,7,4,1,8,0,9,2.58,6.32,2,5,3.82,4.94,8.06,Enrolled
0,2,1,63,1,0,0,3,2,8,10,1,0,1,0,2,5,4,5,177.31,157.26,4,4,6,9,3,9,0,1,10.89,2.47,2,0,-0.59,5.87,11.58,Dropout
0,2,2,21,1,0,1,6,5,7,10,0,1,1,0,4,4,1,7,107.76,121.29,7,6,2,3,6,9,6,9,17.08,19.69,4,4,0.41,4.21,11.46,Graduate
0,3,2,54,1,0,1,3,3,9,1,1,1,0,0,4,5,2,1,95.71,120.08,0,10,2,7,2,4,9,7,8.7,3.4,3,4,-4.65,7.25,14.79,Enrolled
0,2,2,70,0,1,1,3,2,3,5,0,1,1,0,3,2,2,8,152.91,118.76,8,10,9,2,2,5,10,5,5.15,13.61,2,1,0.03,-0.21,10.72,Graduate
1,3,1,32,1,1,1,6,2,2,8,1,0,0,1,5,1,4,1,192.63,109.3,0,2,4,10,10,10,10,6,19.73,6.44,3,1,0.01,9.67,18.2,Dropout
1,1,2,20,0,0,0,5,1,9,3,0,1,1,1,2,4,3,8,198.28,127.29,6,4,6,8,4,2,10,4,17.54,6.64,0,4,0.53,-1.17,14.81,Dropout
0,3,2,55,1,0,0,5,5,4,9,0,0,1,0,5,4,2,7,152.18,107.02,9,0,10,1,4,9,0,8,7.13,9.9,1,1,1.73,-1.91,7.79,Enrolled
1,2,2,64,0,0,1,3,5,5,3,1,1,0,0,2,1,1,2,144.75,193.21,1,16,1,5,8,0,0,2,13.34,0.84,1,2,4.41,7.43,6.56,Enrolled
1,2,2,54,1,1,0,3,5,6,5,0,0,1,1,2,3,3,1,99.52,99.8,8,7,3,14,2,5,9,3,12.71,10.73,0,4,4.57,-0.38,7.3,Dropout
1,2,2,67,0,0,0,2,4,6,8,0,0,1,0,1,4,4,7,115.02,156.19,6,1,9,10,1,4,3,9,7.55,3.55,4,1,4.02,6.51,5.41,Graduate
0,3,2,52,1,1,1,4,2,2,6,0,1,1,0,1,2,4,7,190.36,123.8,3,3,1,1,8,9,3,9,1.6,15.24,4,1,-2.91,5.24,5.48,Dropout
0,2,1,67,1,1,0,2,2,8,6,0,0,1,0,3,4,4,6,131.88,133.48,1,8,6,5,4,8,6,4,8.15,12.1,4,4,-3.76,-1.11,15.55,Graduate
0,1,1,29,1,0,1,4,4,9,5,1,0,0,1,3,3,1,2,98.56,144.1,4,20,10,5,1,7,9,2,6.6,17.39,3,5,-2.13,5.61,12.88,Enrolled
1,2,2,24,1,1,1,1,3,7,1,0,1,0,0,3,5,2,6,100.4,158.84,4,0,6,3,6,1,8,8,19.44,8.6,2,5,-2.17,-0.03,6.44,Graduate
0,1,1,55,1,1,0,5,3,10,5,1,0,1,0,3,2,2,3,158.8,162.77,4,4,9,5,5,5,9,6,17.18,11.85,5,2,1.19,0.48,14.15,Enrolled
0,3,1,37,1,0,1,5,1,2,5,1,0,0,0,5,1,1,6,166.42,181.9,7,8,4,9,10,6,0,1,19.46,14.05,1,0,-4.54,0.35,13.7,Dropout
0,3,2,37,1,1,1,5,5,2,9,0,0,0,1,2,1,3,7,178.8,191.27,8,9,9,8,3,10,9,0,2.69,14.35,0,2,3.1,-1.14,11.18,Enrolled
0,2,2,35,1,1,1,5,6,4,2,0,1,1,1,1,1,1,8,115.96,167.29,3,0,2,9,5,10,2,0,9.14,3.54,4,3,-3.45,-0.64,17.32,Graduate
1,3,2,51,1,0,0,4,1,10,7,0,1,1,1,2,5,3,7,152.79,177.68,2,2,3,2,10,5,6,4,8.66,19.0,4,3,4.91,5.28,15.19,Enrolled
1,1,2,24,1,1,1,5,4,2,5,1,0,0,1,1,3,1,1,198.66,180.52,3,10,5,1,6,8,3,9,14.88,1.89,1,0,4.42,0.15,9.44,Enrolled
0,1,1,49,0,0,0,4,5,1,8,0,0,0,1,5,5,2,8,105.23,187.65,1,3,5,2,9,3,7,2,7.53,3.3,5,2,-3.69,6.77,15.9,Enrolled
1,2,1,30,0,1,0,4,3,7,4,0,0,1,1,5,2,3,2,122.69,123.55,2,5,5,2,8,18,8,9,8.71,7.66,4,2,-3.07,1.04,8.04,Dropout
0,2,1,20,1,0,1,6,6,2,10,1,0,1,0,3,1,1,3,129.54,124.96,5,9,10,10,2,6,10,0,11.99,15.47,3,4,0.28,2.11,12.18,Dropout
0,1,2,36,1,0,0,3,3,5,10,1,1,1,0,2,3,1,2,118.23,196.82,1,7,9,2,0,7,8,10,6.05,18.71,3,3,-2.24,3.65,9.32,Graduate
1,2,2,40,1,0,1,3,6,7,9,1,1,0,1,3,2,4,6,172.79,194.09,6,2,4,8,9,7,3,6,18.36,10.35,4,3,-0.32,4.92,19.48,Enrolled
0,2,2,54,0,0,0,5,1,1,9,0,0,1,1,5,2,4,2,116.37,189.71,8,4,2,5,7,0,7,6,10.98,19.65,1,1,1.06,-1.12,7.13,Enrolled
1,1,2,46,1,0,0,3,3,8,8,1,0,0,1,1,3,4,1,140.83,144.01,3,8,2,7,2,10,4,2,2.87,6.31,0,3,-2.96,4.97,17.91,Enrolled
1,2,2,29,0,1,0,4,6,10,9,0,0,0,0,2,4,4,1,163.55,125.17,9,8,8,4,4,10,5,3,11.33,11.15,2,5,4.73,8.03,16.7,Enrolled
0,1,1,39,0,1,1,3,4,1,9,1,0,1,1,4,1,4,4,169.07,121.64,6,7,2,6,1,2,7,1,9.04,3.59,2,4,0.85,5.89,6.7,Enrolled
0,1,2,26,1,0,0,6,3,9,6,1,1,0,1,3,2,2,8,179.29,131.17,4,1,9,6,4,1,5,1,3.4,1.74,1,2,-3.64,5.83,15.7,Dropout
0,1,1,33,1,1,0,5,3,9,10,1,0,0,0,2,2,3,2,159.8,153.45,10,4,2,6,0,1,7,8,8.03,0.35,1,5,4.73,5.12,7.05,Enrolled
1,3,2,36,0,1,1,6,3,7,4,0,0,0,0,1,1,3,8,137.35,132.94,4,4,6,1,8,4,7,6,1.7,7.83,3,5,-3.66,1.54,8.93,Dropout
0,2,2,59,0,1,1,2,1,6,8,0,0,0,1,3,4,4,8,103.77,184.93,8,0,6,2,0,1,6,5,8.91,12.88,1,1,-2.5,1.43,10.87,Enrolled
1,2,2,20,0,0,0,4,6,5,4,0,1,0,1,3,4,2,6,174.36,155.2,2,10,6,9,9,10,4,4,1.96,14.22,2,1,-0.69,9.84,17.47,Enrolled
1,1,2,51,1,0,1,3,6,6,5,1,0,1,0,5,1,4,5,144.74,179.36,10,9,10,1,8,8,7,8,10.12,3.38,5,3,-0.99,7.04,6.28,Graduate
1,3,2,54,0,0,0,4,5,7,5,1,0,1,0,1,5,4,6,154.49,151.04,2,7,2,6,2,5,1,2,14.79,6.37,1,1,1.12,4.57,7.21,Dropout
0,2,2,59,0,0,0,6,2,3,9,1,0,0,0,4,5,1,1,154.81,111.73,2,3,7,3,5,6,7,2,8.03,17.45,4,3,-2.17,9.85,12.31,Enrolled
1,3,1,19,1,0,0,2,1,8,8,1,1,1,0,1,4,3,7,179.83,199.29,3,10,7,7,10,1,5,4,7.05,13.74,5,4,0.05,8.99,18.05,Graduate
1,3,2,63,0,0,0,6,3,3,5,0,0,1,0,5,3,4,5,187.46,180.33,9,3,2,5,6,10,4,2,13.11,14.17,4,4,1.98,-1.17,13.95,Dropout
0,2,2,62,1,0,0,4,5,9,5,0,1,1,0,2,4,4,1,172.92,156.28,9,16,9,10,2,6,9,7,8.98,19.7,2,5,-0.54,1.56,6.96,Enrolled
0,2,2,62,1,1,1,3,1,5,10,1,0,1,1,3,2,1,5,271.77,161.02,2,5,2,3,1,10,9,6,7.55,10.17,5,5,-2.53,2.81,5.65,Enrolled
0,1,1,63,0,1,1,4,2,5,2,0,1,0,1,5,4,1,2,128.5,146.26,8,3,20,10,6,7,4,3,17.35,0.15,5,5,1.04,5.24,15.76,Enrolled
0,3,2,30,0,1,0,5,2,5,10,1,0,1,0,2,4,1,5,131.96,175.12,0,10,2,8,10,10,0,1,2.04,15.35,3,0,-0.98,2.81,11.98,Graduate
1,1,2,51,1,0,1,5,1,10,2,1,0,1,0,5,1,2,3,126.62,118.0,3,9,3,6,0,5,1,5,10.79,9.8,1,1,1.74,0.15,8.08,Enrolled
0,3,1,66,0,1,0,3,2,7,10,1,1,0,1,5,3,3,3,113.17,147.345,7,1,4,3,8,3,0,6,2.17,11.63,2,4,1.82,5.73,13.68,Enrolled
0,3,2,67,1,1,1,5,2,10,5,0,0,0,0,2,5,4,1,141.77,168.14,4,9,5,3,3,4,4,3,17.11,12.43,5,0,-2.69,8.75,13.68,Graduate
1,3,2,51,0,0,1,2,2,8,3,1,0,0,1,1,3,4,2,127.52,156.91,3,9,3,5,2,10,9,8,10.76,11.59,2,5,-2.63,1.8,13.36,Enrolled
1,1,2,34,0,1,1,5,4,9,5,0,1,0,0,2,3,1,2,143.55,181.54,6,8,9,1,3,1,6,5,9.79,18.87,4,1,-6.0600000000000005,0.48,16.23,Dropout
1,3,1,41,1,1,1,5,3,1,5,1,0,1,0,2,4,3,1,129.65,119.69,5,6,9,7,18,10,2,8,5.31,14.05,2,2,1.73,8.68,7.01,Graduate
1,3,2,43,0,0,1,5,5,1,7,0,1,1,1,2,5,2,4,199.96,195.74,3,3,10,3,6,5,6,9,5.6,17.9,3,0,-2.56,-0.73,7.35,Dropout
1,2,1,59,1,1,1,2,6,1,8,1,0,0,0,2,3,1,5,155.97,188.48,3,9,9,3,5,8,7,9,9.64,13.36,4,4,0.86,5.71,8.48,Graduate
0,1,2,58,1,1,0,1,6,10,5,0,1,1,1,1,1,1,8,106.93,166.2,0,7,8,5,7,1,0,8,18.24,2.14,0,5,-3.1,3.39,7.31,Dropout
1,2,1,34,0,0,1,4,3,4,2,0,0,1,0,2,2,3,4,129.8,168.72,5,1,3,8,1,0,10,4,14.28,14.85,3,2,2.71,8.895,8.59,Dropout
1,3,1,17,1,0,1,6,2,3,1,0,0,1,0,5,2,4,5,167.1,154.12,1,6,8,10,10,9,4,1,7.04,15.52,1,5,-3.98,3.14,8.34,Dropout
1,1,2,18,1,0,1,6,6,6,6,0,1,1,1,3,2,4,7,101.76,188.18,0,3,3,6,3,8,9,5,9.14,19.14,3,4,1.2,5.95,14.49,Enrolled
1,2,1,21,1,0,1,3,2,5,6,0,0,0,1,2,4,1,5,111.26,178.04,2,6,10,2,10,0,5,5,17.25,13.79,5,2,-1.0,1.54,12.87,Graduate
0,2,2,26,1,1,1,3,6,1,6,1,1,1,1,5,4,1,7,132.29,127.78,1,3,6,3,18,9,2,2,8.88,10.55,4,0,0.9,6.99,18.49,Graduate
1,3,1,66,0,1,1,3,2,2,10,0,1,1,0,1,5,4,7,179.76,162.09,10,8,3,8,6,0,8,4,18.31,18.96,2,2,0.23,-1.64,11.5,Dropout
1,3,1,31,1,1,0,1,4,6,3,1,1,1,1,1,3,4,4,108.23,198.63,5,10,6,9,3,8,1,2,12.05,13.19,2,5,2.26,7.24,9.97,Dropout
0,2,1,43,0,1,1,4,2,10,9,1,0,0,1,2,5,3,2,176.91,136.77,7,6,7,8,1,10,1,3,3.08,1.51,2,3,-2.39,-0.29,13.29,Enrolled
0,1,1,47,0,0,0,2,6,6,7,1,0,1,1,5,3,4,8,172.55,114.6,1,4,8,5,3,9,2,2,12.24,18.44,0,4,-1.31,7.39,9.34,Enrolled
0,2,2,21,0,0,1,1,1,1,2,0,1,1,0,3,1,1,4,175.6,144.51,6,9,8,4,0,1,10,3,5.03,12.99,4,0,1.6500000000000001,3.33,10.98,Enrolled
1,3,1,21,1,0,1,6,6,10,7,1,1,0,0,1,1,2,2,138.78,121.31,6,2,9,7,1,5,4,8,10.21,2.51,0,4,-0.23,8.9,19.76,Dropout
1,3,2,78,0,0,1,4,1,9,9,0,1,1,1,3,2,4,5,161.3,111.91,3,0,2,8,1,5,2,10,0.04,7.38,1,4,-0.29,7.6,6.86,Dropout
1,3,2,68,1,1,0,1,6,1,5,1,0,0,0,3,2,4,6,187.75,132.74,4,3,5,3,10,3,0,8,3.35,0.09,2,3,-4.04,6.94,9.23,Enrolled
1,2,1,49,1,1,1,3,2,1,8,1,0,0,1,2,3,4,1,182.51,170.63,7,0,8,9,5,2,9,8,0.92,18.25,3,2,-1.44,7.02,15.86,Dropout
0,1,1,57,0,0,0,1,5,9,5,0,1,0,0,5,1,1,4,184.08,134.04,7,9,6,6,1,6,6,3,12.34,8.56,1,5,-0.81,6.47,16.32,Dropout
0,1,1,67,1,1,0,5,1,7,3,0,0,1,0,3,1,4,8,164.62,142.87,4,3,6,2,6,6,5,8,11.73,13.46,0,5,-0.81,8.09,7.07,Enrolled
0,1,2,57,1,1,0,6,2,5,2,1,0,1,0,2,2,3,6,146.27,147.09,8,6,7,3,2,6,1,5,6.09,13.38,1,5,-1.79,-0.28,7.9,Enrolled
1,1,2,47,0,1,0,4,1,5,8,1,1,0,1,2,4,2,4,115.72,105.64,9,4,9,2,8,10,10,1,11.89,3.28,3,0,-3.64,4.69,10.79,Dropout
0,2,2,23,0,1,0,5,2,6,2,0,0,1,1,5,4,3,4,192.17,144.01,10,6,3,7,1,0,8,5,5.68,10.22,4,4,-2.65,8.41,12.51,Graduate
1,1,2,45,1,1,0,6,3,9,7,0,1,1,1,4,5,4,1,162.23,152.96,8,6,10,9,0,3,5,4,8.34,15.46,3,0,-3.54,-2.0,16.08,Dropout
1,1,1,28,0,1,1,6,3,2,3,1,1,1,0,2,4,3,3,174.0,184.32,4,8,8,1,5,3,2,5,5.81,18.68,2,4,-4.91,3.0,11.51,Enrolled
0,2,2,52,0,0,1,6,2,5,4,1,0,1,1,2,5,1,2,130.42,155.93,8,3,1,7,5,3,2,7,1.3,12.99,0,3,1.92,5.01,18.66,Enrolled
0,3,1,44,1,0,0,5,5,10,9,0,1,0,1,5,1,2,2,109.46,130.93,1,3,8,7,7,2,0,8,10.98,2.65,1,2,4.01,4.27,19.51,Graduate
1,3,1,50,1,0,0,5,2,4,6,0,1,1,1,3,4,1,4,98.38,106.39,3,0,5,7,9,9,4,1,2.21,17.01,3,4,0.61,0.2,28.964999999999996,Graduate
1,3,1,68,1,1,1,4,3,4,3,1,1,0,0,2,2,1,1,156.03,132.1,5,5,5,3,6,6,7,3,1.2,0.61,0,4,-1.98,2.45,12.16,Graduate
0,1,2,53,0,0,1,6,6,9,3,0,0,1,0,4,5,1,1,185.95,120.06,4,9,1,9,4,6,8,9,16.8,8.504999999999999,0,5,-4.43,-1.65,14.48,Graduate
0,2,2,41,0,1,0,5,1,9,8,0,1,1,0,5,3,2,5,105.24,174.11,9,2,1,2,5,8,10,4,1.05,9.15,1,0,3.29,7.22,15.03,Enrolled
0,3,1,65,0,1,0,1,1,6,4,1,1,0,1,5,1,1,8,122.68,120.93,2,3,2,10,4,18,9,7,13.46,14.14,5,5,-2.19,3.24,19.53,Dropout
1,2,1,63,0,0,0,3,1,6,3,0,0,1,1,3,3,2,5,177.61,184.32,8,9,1,6,3,0,8,3,16.01,4.26,2,0,-1.51,1.72,11.7,Enrolled
0,1,1,53,1,1,1,1,1,7,2,1,1,0,1,2,1,3,6,177.22,128.42,2,8,2,4,0,7,6,2,16.66,14.04,1,1,0.84,0.79,15.37,Dropout
1,2,1,66,0,1,0,5,4,4,4,1,0,1,1,1,1,3,1,177.88,98.76,8,5,4,4,3,4,3,5,3.79,9.56,3,3,-0.24,2.04,16.58,Graduate
1,1,1,46,1,1,0,4,2,10,1,0,0,0,1,1,1,1,4,103.98,104.9,4,9,7,9,10,1,9,5,5.35,16.15,4,4,2.82,9.67,6.57,Dropout
1,3,2,33,1,1,0,3,2,7,9,1,1,0,0,2,1,3,3,198.94,143.34,1,10,2,6,6,9,6,6,9.13,12.56,3,4,-1.56,4.84,14.11,Dropout
0,2,2,59,1,1,0,3,6,4,3,0,1,0,1,5,1,4,4,134.37,147.39,3,1,6,10,9,3,9,7,8.86,8.43,0,2,-4.37,-0.38,12.41,Dropout
1,2,2,63,1,1,1,5,1,3,7,0,0,0,1,4,4,3,2,96.68,131.11,10,12,9,5,9,0,4,8,12.86,6.67,4,5,3.58,2.09,9.93,Enrolled
0,2,2,67,0,1,1,3,5,2,1,0,1,0,1,4,1,4,7,177.94,123.39,8,2,7,10,0,4,1,3,14.76,14.28,2,3,0.75,6.55,15.8,Enrolled
0,3,2,63,0,0,0,5,5,2,8,1,1,1,0,1,1,2,6,160.48,124.32,4,3,5,2,2,6,2,6,14.95,3.85,0,1,4.87,-1.87,9.37,Graduate
0,1,2,53,0,1,1,6,4,3,10,0,0,0,0,3,3,2,5,166.37,218.31,9,2,6,2,10,5,5,0,4.26,10.64,3,0,0.5,6.66,9.23,Dropout
0,2,1,61,0,1,1,6,3,1,1,1,0,0,1,5,5,2,1,95.47,267.71999999999997,1,4,8,4,5,3,6,7,4.31,4.76,1,0,-3.62,1.86,16.47,Enrolled
0,1,1,18,0,0,0,5,3,3,6,0,1,0,1,4,4,3,1,148.08,159.64,10,3,10,4,3,4,7,2,1.89,7.17,5,1,4.19,-1.84,8.97,Graduate
1,3,1,120,0,0,0,4,6,1,7,1,1,1,1,4,2,2,6,114.17,175.96,10,6,2,1,0,2,4,5,5.29,6.76,5,0,3.19,3.9,16.25,Dropout
0,2,1,67,0,1,1,1,4,6,6,0,0,1,1,3,1,4,6,141.0,102.29,4,8,1,10,2,10,9,10,10.22,1.44,3,1,-2.18,6.09,7.45,Graduate
0,2,1,45,0,0,0,5,2,10,3,0,1,0,0,4,5,2,5,127.19,119.31,10,6,10,1,4,7,6,5,7.97,16.32,2,0,0.81,1.62,7.08,Enrolled
1,3,1,28,1,1,0,2,1,1,7,0,0,0,1,4,5,3,1,198.48,151.93,3,7,2,10,10,4,6,6,11.06,17.71,2,2,-0.74,4.79,11.99,Dropout
0,1,2,50,1,1,0,3,2,7,9,0,1,0,0,1,3,3,8,118.06,120.47,9,4,2,7,7,4,2,7,8.25,10.83,4,1,-2.36,9.23,10.83,Graduate
0,3,2,52,1,1,1,2,2,1,5,0,1,0,1,4,2,2,3,181.71,182.02,1,7,2,7,6,1,3,2,8.08,13.38,5,1,-1.46,3.8,12.71,Enrolled
1,1,1,67,0,0,0,1,6,9,10,1,0,0,1,2,5,2,1,178.19,186.04,3,5,6,1,8,6,8,1,7.03,12.71,1,4,-3.59,9.66,18.73,Graduate
0,1,2,114,0,0,1,6,3,9,3,0,0,1,1,3,5,2,5,192.6,137.74,1,5,8,6,6,4,6,6,15.5,10.04,1,1,3.35,0.76,6.54,Graduate
0,1,2,41,0,1,0,6,4,4,5,0,1,0,1,1,4,2,1,106.3,141.12,2,7,2,4,1,10,8,7,0.21,3.71,1,6,1.22,3.8,7.7,Dropout
1,1,1,26,0,1,0,6,6,2,7,0,1,0,0,2,3,2,5,107.05,139.8,9,7,10,5,8,3,9,8,11.4,16.41,8,1,-2.62,1.25,10.75,Enrolled
1,3,2,66,0,0,1,1,6,3,6,0,0,1,1,5,4,3,6,164.01,196.33,10,1,10,1,3,2,0,3,12.99,8.61,4,4,1.53,3.93,19.36,Graduate
1,3,1,32,0,1,0,5,2,3,4,1,0,1,0,3,5,1,5,110.93,137.39,7,9,1,8,9,10,1,3,11.56,2.36,1,2,-2.86,-0.43,18.22,Enrolled
0,1,1,58,0,0,1,1,6,10,1,1,1,1,1,3,5,4,5,159.04,137.64,6,1,1,4,5,3,7,7,19.59,1.48,5,2,-4.2,4.87,16.16,Enrolled
0,2,1,35,1,0,1,3,5,8,3,1,1,0,0,5,3,1,8,150.24,162.81,0,5,1,8,10,3,1,0,11.17,5.33,0,5,-2.6,-0.13,17.25,Graduate
0,1,1,37,1,1,1,6,6,1,3,0,1,1,1,1,5,1,6,121.14,102.32,9,8,7,4,1,1,2,4,1.41,9.5,1,2,1.2,6.55,14.07,Enrolled
0,1,2,45,1,0,1,5,5,8,2,1,0,0,1,2,3,3,1,145.25,150.95,5,0,4,7,5,0,4,9,11.93,13.97,4,3,2.66,1.97,12.16,Graduate
0,2,1,36,0,1,0,1,4,7,7,0,0,0,1,2,3,2,1,165.82,193.86,2,3,4,3,7,5,10,0,13.65,10.02,5,0,0.29,2.56,18.84,Enrolled
0,2,1,39,0,0,0,5,6,3,8,1,0,1,0,5,2,1,7,165.86,99.61,2,8,7,10,1,1,3,6,17.6,14.44,0,4,2.32,3.86,12.71,Graduate
1,2,2,45,1,1,1,3,5,2,7,0,1,1,1,1,2,1,6,184.37,182.17,10,6,7,10,7,2,0,10,9.52,18.7,3,1,-3.66,6.9750000000000005,6.99,Graduate
0,2,2,27,0,0,0,4,2,6,7,0,1,1,1,3,5,1,2,195.33,146.37,9,3,1,7,3,8,0,7,8.02,8.11,5,0,-0.09,3.32,15.95,Dropout
1,1,1,65,0,1,1,3,1,4,3,0,1,0,0,4,2,1,1,154.79,179.98,3,0,5,1,10,6,3,9,4.09,12.98,5,2,0.98,7.07,7.33,Graduate
0,2,2,30,1,0,1,5,5,5,5,1,1,0,1,3,5,3,2,165.1,117.64,1,6,10,4,9,10,2,0,7.54,0.81,5,3,-3.71,6.95,16.97,Dropout
1,1,2,62,0,1,0,1,2,3,7,1,0,0,0,2,1,3,3,106.81,164.99,2,8,6,4,3,0,0,8,4.45,9.23,2,4,-3.28,6.14,8.85,Enrolled
1,3,1,36,1,1,0,2,1,2,8,1,1,1,0,1,2,4,8,149.39,113.18,4,10,9,9,0,4,7,10,11.33,16.18,3,0,-2.21,5.43,18.66,Graduate
0,3,2,32,0,0,0,2,4,8,4,1,1,0,0,1,3,4,4,108.04,103.05,8,5,7,3,1,9,3,4,2.05,10.62,5,2,0.71,6.57,7.93,Enrolled
1,3,1,64,1,0,0,1,6,7,4,0,1,1,0,4,4,4,7,148.33,189.64,5,0,3,3,9,3,0,5,2.91,19.17,1,3,-2.19,8.62,10.23,Graduate
1,1,2,19,1,1,0,5,6,9,4,1,1,0,0,3,1,1,2,145.24,128.47,8,8,2,5,0,2,0,6,1.33,13.83,0,4,-2.32,4.050000000000001,14.47,Graduate
0,1,1,63,0,0,0,2,1,4,1,0,1,0,1,4,1,4,5,128.44,100.83,4,6,7,5,9,8,7,1,18.81,14.8,4,3,3.54,0.36,11.53,Enrolled
1,3,2,48,1,1,0,2,4,7,4,1,0,0,1,3,2,2,2,117.05,139.82,0,1,4,5,6,8,4,10,6.04,10.67,5,2,-3.49,9.08,18.49,Enrolled
0,1,2,43,1,0,1,1,4,4,5,1,1,0,0,4,4,2,7,193.65,174.38,3,9,2,4,6,2,9,5,16.95,7.93,2,1,-1.39,2.8,18.52,Dropout
0,2,1,65,1,1,1,4,4,4,3,1,1,0,1,5,4,4,4,179.24,135.2,5,5,7,10,7,1,3,10,4.79,3.99,3,0,-1.05,4.99,11.2,Enrolled
0,1,2,44,0,0,1,4,1,10,2,1,1,0,1,3,1,2,1,108.7,116.91,2,4,4,8,2,9,9,0,16.63,3.79,5,4,-2.63,-1.06,11.5,Enrolled
1,1,2,61,1,0,0,2,3,3,3,1,1,0,0,1,4,3,4,147.63,120.96,3,3,14,2,6,2,1,8,11.01,13.65,0,3,-3.14,9.33,13.52,Enrolled
1,3,2,36,1,1,0,6,1,6,10,0,0,0,0,2,3,4,6,176.66,139.99,4,1,10,8,1,0,9,9,19.82,0.82,3,4,2.38,6.97,12.06,Enrolled
1,3,1,65,0,0,1,3,3,8,6,0,0,0,0,1,4,2,3,144.74,102.29,7,0,8,3,0,10,1,1,0.41,13.41,3,2,0.33,1.89,21.975,Enrolled
0,2,1,67,0,0,1,1,4,6,9,0,0,1,0,4,5,2,8,128.78,164.34,6,9,5,8,9,8,5,7,19.29,17.88,4,5,3.0,6.38,10.9,Dropout
0,3,2,34,1,0,0,2,3,10,4,1,1,1,1,3,5,4,5,147.62,178.84,6,4,4,4,4,2,4,2,3.57,11.14,5,5,4.37,8.1,6.72,Enrolled
0,3,1,41,1,1,0,5,6,6,5,1,0,1,0,5,2,3,2,178.58,102.96,7,1,9,9,0,1,1,2,7.91,6.78,0,3,-2.6,6.51,17.3,Dropout
1,3,1,66,1,0,0,4,5,1,5,1,0,0,1,4,2,3,4,108.06,124.89,8,7,3,1,6,4,2,7,1.91,17.46,3,2,-0.22,2.97,10.8,Graduate
0,2,2,35,1,0,1,3,3,5,9,1,0,1,0,1,1,3,3,168.03,166.58,3,10,4,8,3,1,1,8,3.86,6.2,2,4,-1.04,7.35,18.12,Graduate
1,3,2,50,0,0,1,5,6,7,8,0,1,1,0,2,5,4,6,169.6,115.09,0,2,9,4,7,0,7,10,1.5,2.57,5,0,-0.25,1.88,16.6,Dropout
1,2,1,36,1,1,0,4,6,4,1,1,1,1,1,4,2,3,2,134.94,137.26,0,4,5,4,2,1,10,1,11.93,13.09,3,5,-3.08,-0.67,11.77,Enrolled
1,1,1,60,0,1,0,6,1,5,9,0,1,0,0,1,4,4,1,109.76,125.77,10,10,9,6,10,9,10,3,13.18,13.81,1,0,3.43,6.64,7.64,Graduate
