"Marital_status","Application_mode","Application_order","Course","Daytime/evening_attendance	","Previous_qualification","Previous_qualification_(grade)","Nationality","Mothers_qualification","Fathers_qualification","Mothers_occupation","Fathers_occupation","Admission_grade","Displaced","Educational_special_needs","Debtor","Tuition_fees_up_to_date","Gender","Scholarship_holder","Age_at_enrollment","International","Curricular_units_1st_sem_(credited)","Curricular_units_1st_sem_(enrolled)","Curricular_units_1st_sem_(evaluations)","Curricular_units_1st_sem_(approved)","Curricular_units_1st_sem_(grade)","Curricular_units_1st_sem_(without_evaluations)","Curricular_units_2nd_sem_(credited)","Curricular_units_2nd_sem_(enrolled)","Curricular_units_2nd_sem_(evaluations)","Curricular_units_2nd_sem_(approved)","Curricular_units_2nd_sem_(grade)","Curricular_units_2nd_sem_(without_evaluations)","Unemployment_rate","Inflation_rate","GDP","Target","Completed_exams_ratio","Passed_exams_ratio","CU_enrolled_1st_sem_winsorized","CU_enrolled_2nd_sem_winsorized","CU_evaluations_1st_sem_winsorized","CU_evaluations_2nd_sem_winsorized","CU_approved_1st_sem_winsorized","CU_approved_2nd_sem_winsorized","CU_grade_1st_sem_clean","CU_grade_2nd_sem_clean","PC1","PC2","PC3"
1,5,1,4,1,2,150,1,5,5,7,7,122,1,0,0,1,0,0,29,0,13,15,19,13,11.7692307692308,0,12,14,17,14,11.9285714285714,0,9.4,-0.8,-3.12,"Graduate",93.1034482758621,75,11,10,16,15,9,8,11.7692307692308,11.9285714285714,3.38438202410488,4.66774396741769,-0.785184933552464
1,4,1,3,1,1,130,1,2,2,2,8,125.1,0,0,1,0,0,0,27,0,0,6,8,0,0,0,0,5,6,0,0,0,16.2,0.3,-0.92,"Dropout",0,0,6,5,8,6,0,0,10,10,-4.76328120900204,0.386254556794185,-0.64996092171522
1,1,1,2,1,2,133.1,1,3,3,3,5,110,1,0,0,1,0,1,21,0,0,6,8,6,13.2857142857143,0,0,6,11,6,13,0,11.1,0.6,2.02,"Graduate",100,63.1578947368421,6,6,8,11,6,6,13.2857142857143,13,0.975728416719617,-0.327179600564521,0.5156014843991
1,1,1,3,1,2,134,1,2,2,2,7,129.8,0,0,0,1,0,1,20,0,0,6,6,6,11.6666666666667,0,0,6,8,6,11.1666666666667,0,15.5,2.8,-4.06,"Graduate",100,85.7142857142857,6,6,6,8,6,6,11.6666666666667,11.1666666666667,0.429103367121499,-0.912130805400859,-1.50259294602021
1,1,1,3,1,2,125,1,3,3,10,5,114.9,0,0,0,1,0,1,19,0,0,6,13,6,11.5,0,0,6,9,5,12.2,0,11.1,0.6,2.02,"Graduate",91.6666666666667,50,6,6,13,9,6,5,11.5,12.2,0.026026789494507,0.736039572122707,-0.0120996274660868
1,1,1,1,1,2,141,1,5,5,4,4,125.6,1,0,0,1,0,1,22,0,0,7,9,6,13.0816666666667,0,0,8,12,6,13.15,0,11.1,0.6,2.02,"Graduate",80,57.1428571428571,7,8,9,12,6,6,13.0816666666667,13.15,1.30504473823935,1.03036051529375,0.412369085123188
1,1,3,5,1,2,138,1,4,4,7,5,125.1,1,0,0,1,0,1,19,0,0,6,6,6,12.6666666666667,0,0,6,6,6,13,0,15.5,2.8,-4.06,"Graduate",100,100,6,6,6,6,6,6,12.6666666666667,13,1.13325431712258,-1.78491702896639,-0.833006397215197
1,1,1,3,1,2,116,1,5,5,7,6,115.7,1,0,1,0,0,0,19,0,0,6,6,3,11.3333333333333,0,0,6,6,0,0,0,12.4,0.5,1.79,"Dropout",25,25,6,6,6,6,3,0,11.3333333333333,11.7606666666666,-2.78611927779327,-0.41141660107935,-0.306392529070333
1,1,3,3,1,2,122,1,1,1,1,1,112.6,1,0,0,1,0,0,23,0,0,6,8,5,13.6,0,0,6,8,5,11.6,0,7.6,2.6,0.32,"Enrolled",83.3333333333333,62.5,6,6,8,8,5,5,13.6,11.6,0.109584709805619,-0.616240941118923,-0.0338419348905608
1,1,3,3,1,2,131,1,2,2,2,2,127.2,1,0,0,1,0,1,18,0,0,6,6,6,13.1666666666667,0,0,6,7,5,13.2,0,12.4,0.5,1.79,"Dropout",91.6666666666667,84.6153846153846,6,6,6,7,6,5,13.1666666666667,13.2,0.845890866856802,-1.5262651599495,-0.218781106852518
1,4,1,7,1,3,140,1,2,2,2,1,140,1,0,0,1,0,0,20,0,0,6,10,5,11.6666666666667,0,0,6,7,5,12.6,0,12.4,0.5,1.79,"Graduate",83.3333333333333,58.8235294117647,6,6,10,7,5,5,11.6666666666667,12.6,-0.129387955217232,-0.283527920329478,-0.328739902652552
1,1,4,3,1,2,127,1,2,2,7,5,120.4,1,0,0,1,0,1,19,0,0,6,6,6,13.5,0,0,6,7,6,13.4285714285714,0,11.1,0.6,2.02,"Graduate",100,92.3076923076923,6,6,6,7,6,6,13.5,13.4285714285714,1.32670391001556,-1.72240560071914,-0.173968555091185
1,3,1,2,1,4,133.1,1,5,5,7,7,100,1,0,1,0,0,1,26,0,0,6,7,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,"Dropout",0,0,6,6,7,6,0,0,10,10,-4.56093328871498,0.483383471912902,-0.885937871552252
1,1,1,3,1,2,117,1,2,2,2,5,113.5,1,0,0,1,0,1,18,0,0,6,6,6,13.1666666666667,0,0,6,7,6,14.1428571428571,0,11.1,0.6,2.02,"Graduate",100,92.3076923076923,6,6,6,7,6,6,13.1666666666667,14.1428571428571,1.40456968712773,-1.77936410847728,-0.0509020975881996
1,1,1,2,1,2,150,1,5,5,2,7,132.1,1,0,1,1,0,0,29,0,4,5,11,4,12.5,2,1,5,11,2,12.5,0,12.7,3.7,-1.7,"Dropout",60,27.2727272727273,5,5,11,11,4,2,12.5,12.5,-1.6059951052237,0.342725772074414,1.4311008736007
1,4,1,7,1,3,160,1,1,1,1,4,160,1,0,0,0,0,0,20,0,0,6,10,6,13.375,0,0,6,10,6,13,0,16.2,0.3,-0.92,"Graduate",100,60,6,6,10,10,6,6,13.375,13,0.956061828575419,-0.133848239394086,0.645234137310976
1,1,1,5,1,2,128,1,3,3,5,1,126.3,1,0,0,1,0,0,19,0,0,6,6,6,13.1666666666667,0,0,6,6,6,12.6666666666667,0,15.5,2.8,-4.06,"Graduate",100,100,6,6,6,6,6,6,13.1666666666667,12.6666666666667,1.16817259792806,-1.80593086483936,-0.75737990488055
1,4,1,2,1,3,160,1,2,2,2,2,160,1,0,0,1,0,0,23,0,1,6,12,4,13.4,0,1,6,17,2,13.5,0,12.4,0.5,1.79,"Enrolled",50,20.6896551724138,6,6,12,15,4,2,13.4,13.5,-0.890829427047756,1.62936355003567,2.53826627227117
1,2,1,1,1,2,126,1,1,1,10,1,100,0,0,0,1,0,0,25,0,2,7,10,3,13,0,1,8,10,3,11.6666666666667,4,10.8,1.4,1.74,"Enrolled",40,30,7,8,10,10,3,3,13,11.6666666666667,-0.923928001439508,1.48191955248644,0.460625656462148
1,1,1,1,1,2,135,1,1,1,1,1,125.8,1,0,0,1,0,0,18,0,0,8,8,7,13.1542857142857,0,0,8,8,7,13.1542857142857,0,10.8,1.4,1.74,"Graduate",87.5,87.5,8,8,8,8,7,7,13.1542857142857,13.1542857142857,2.1888164172916,0.132639307899204,-0.680837332800483
1,1,3,5,1,2,139,1,2,2,2,5,142.2,1,0,0,1,0,1,19,0,0,6,6,6,12.8333333333333,0,0,6,6,6,12.8333333333333,0,9.4,-0.8,-3.12,"Graduate",100,100,6,6,6,6,6,6,12.8333333333333,12.8333333333333,1.13347418894679,-1.78390915508994,-0.82738448310502
1,1,2,3,1,2,125,1,2,2,3,3,119.4,1,0,0,1,0,0,18,0,0,7,10,7,12.1428571428571,0,0,7,7,7,13.1428571428571,0,12.4,0.5,1.79,"Graduate",100,82.3529411764706,7,7,10,7,7,7,12.1428571428571,13.1428571428571,1.6681589655695,-0.129466687139928,-0.735671438923781
1,1,2,1,1,2,106,1,2,2,2,2,106.4,1,0,0,1,0,1,19,0,0,7,9,5,13.34,0,0,7,9,6,12.3857142857143,0,12.4,0.5,1.79,"Enrolled",78.5714285714286,61.1111111111111,7,7,9,9,5,6,13.34,12.3857142857143,0.751658882440024,0.247666782113851,0.0450970811557413
1,4,1,3,0,1,120,1,5,5,7,1,120,0,0,0,1,0,0,36,0,6,10,15,4,13,0,5,9,10,4,13.75,0,8.9,1.4,3.51,"Dropout",42.1052631578947,32,10,9,15,10,4,4,13,13.75,0.736183590345191,3.16820373364923,0.998818905537903
1,4,1,7,1,3,150,1,2,2,2,7,150,0,0,0,1,1,1,20,0,0,6,18,3,12,0,0,6,17,3,11.6666666666667,0,15.5,2.8,-4.06,"Enrolled",50,17.1428571428571,6,6,16,15,3,3,12,11.6666666666667,-1.55343865259468,2.80325821363602,1.74873628177666
1,1,1,3,1,2,116,1,4,4,7,6,108.7,1,0,0,1,1,0,18,0,0,6,9,5,11,0,0,6,12,0,0,0,11.1,0.6,2.02,"Dropout",41.6666666666667,23.8095238095238,6,6,9,12,5,0,11,11.532,-2.14096487334348,1.23270269489147,0.351514430873332
1,4,1,7,1,3,130,1,1,1,2,4,130,0,0,0,1,1,0,19,0,0,6,8,5,11.5,0,0,6,11,6,11.3333333333333,0,12.4,0.5,1.79,"Enrolled",91.6666666666667,57.8947368421053,6,6,8,11,5,6,11.5,11.3333333333333,-0.0821067024073718,0.2279219595041,-0.633563448502628
1,1,1,3,1,2,140,1,2,2,2,1,124.6,1,0,1,0,1,0,20,0,3,9,9,3,13.3333333333333,0,2,6,6,2,12.5,0,8.9,1.4,3.51,"Dropout",33.3333333333333,33.3333333333333,9,6,9,6,3,2,13.3333333333333,12.5,-1.09191011122448,0.440346533340706,0.390984772362454
1,1,2,1,1,2,134,1,3,3,2,5,131,1,0,0,1,1,0,18,0,0,7,9,7,14.5944444444444,0,0,8,10,8,13.472,0,15.5,2.8,-4.06,"Graduate",100,78.9473684210526,7,8,9,10,7,8,14.5944444444444,13.472,2.65646169871975,0.136209443065579,0.411939221851343
1,4,1,2,1,3,130,1,1,1,10,4,130,1,0,1,1,1,0,20,0,2,6,9,4,11,0,1,6,13,3,10.6666666666667,0,12.4,0.5,1.79,"Dropout",58.3333333333333,31.8181818181818,6,6,9,13,4,3,11,10.6666666666667,-1.66331363844877,1.33041983706137,-0.115653622932347
1,1,1,6,1,2,122,1,3,3,10,1,116.1,1,0,1,0,1,0,24,0,0,5,8,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,"Dropout",0,0,5,5,8,5,0,0,10,10,-4.97282936704417,-0.0673042594639713,-0.647168937162431
1,1,1,3,1,2,128,1,3,3,3,5,125.6,1,0,0,1,1,0,19,0,0,6,6,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,"Dropout",0,0,6,6,6,5,0,0,10,10,-4.6041184326314,0.12571058458261,-1.10543517439381
1,1,1,6,1,2,130,1,3,3,5,7,121.3,1,0,0,1,1,0,18,0,0,5,9,1,12,0,0,5,10,2,12,3,7.6,2.6,0.32,"Dropout",30,15.7894736842105,5,5,9,10,1,2,12,12,-2.91498244796608,0.145803360566387,1.11036696998094
1,1,3,6,1,2,113,1,1,1,1,5,107.4,1,0,0,1,1,0,18,0,0,5,8,5,14,0,0,5,6,5,13.2,0,8.9,1.4,3.51,"Graduate",100,71.4285714285714,5,5,8,6,5,5,14,13.2,0.37956606377757,-1.97924452072717,0.581575602811552
1,1,1,8,1,2,126,1,2,2,2,2,116.9,0,0,0,1,1,0,18,0,0,6,8,6,13.5714285714286,0,0,6,7,5,11.8,0,8.9,1.4,3.51,"Graduate",91.6666666666667,73.3333333333333,6,6,8,7,6,5,13.5714285714286,11.8,0.531317665541539,-0.931704986732754,-0.271319802418484
1,2,2,4,1,2,135,1,1,1,1,5,123.5,1,0,0,1,1,0,22,0,0,6,12,0,0,0,0,6,6,0,0,0,16.2,0.3,-0.92,"Dropout",0,0,6,6,12,6,0,0,10,10,-4.48719551878846,1.3804106234417,-0.404516107266694
1,1,1,4,1,2,141,1,3,3,7,7,130.5,0,0,0,1,1,0,19,0,0,6,8,6,14.25,0,0,6,7,6,13.8571428571429,0,11.1,0.6,2.02,"Graduate",100,80,6,6,8,7,6,6,14.25,13.8571428571429,1.44668711616223,-1.43111448045727,0.559921210783382
2,3,1,2,1,4,133.1,1,2,2,3,1,140,1,0,1,0,0,0,32,0,0,6,7,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,"Dropout",0,0,6,6,7,6,0,0,10,10,-4.56093328871498,0.483383471912902,-0.885937871552252
1,1,1,3,1,2,133.1,1,6,6,9,1,117.1,1,0,0,1,0,1,21,0,0,6,12,0,0,0,0,6,12,0,0,0,7.6,2.6,0.32,"Dropout",0,0,6,6,12,12,0,0,10,10,-4.31656997920174,2.45001536558889,0.334761592639996
1,1,1,1,1,2,144,1,5,5,4,4,127.5,1,0,0,1,0,1,19,0,0,8,8,7,13.5428571428571,0,0,8,8,7,13.5428571428571,0,12.7,3.7,-1.7,"Graduate",87.5,87.5,8,8,8,8,7,7,13.5428571428571,13.5428571428571,2.34907229509634,0.0229058634404357,-0.393737258742081
3,2,1,3,0,2,140,1,4,4,7,7,126,0,0,0,1,0,1,39,0,3,9,9,9,13.1111111111111,0,2,7,10,7,11.7142857142857,0,12.7,3.7,-1.7,"Graduate",100,84.2105263157895,9,7,9,10,9,7,13.1111111111111,11.7142857142857,2.38906879110959,0.87933950600884,-0.980117487884185
1,2,1,3,0,4,100,1,6,6,9,9,113,1,0,0,1,0,0,30,0,3,9,11,9,12.6666666666667,0,2,7,7,7,12.1428571428571,0,7.6,2.6,0.32,"Graduate",100,88.8888888888889,9,7,11,7,9,7,12.6666666666667,12.1428571428571,2.38746837230048,0.665727043875173,-1.21597741945388
1,1,1,4,1,2,135,1,2,2,3,3,130.1,1,0,0,1,0,0,18,0,0,5,10,4,10.75,1,0,5,13,2,10,0,9.4,-0.8,-3.12,"Dropout",60,26.0869565217391,5,5,10,13,4,2,10.75,10,-2.45448949614102,1.13166212302427,0.0334957567620022
2,2,1,4,0,2,130,1,5,5,7,7,110,1,0,0,1,0,0,38,0,4,10,14,4,10.75,0,2,10,10,2,10,0,7.6,2.6,0.32,"Dropout",30,25,10,10,14,10,4,2,10.75,10,-0.867975117938823,4.25789094059274,-1.18139468121674
1,1,3,5,1,2,147,1,6,6,3,5,135.8,1,0,0,1,0,0,20,0,0,6,6,6,13.6666666666667,0,0,6,6,6,13.3333333333333,0,9.4,-0.8,-3.12,"Graduate",100,100,6,6,6,6,6,6,13.6666666666667,13.3333333333333,1.40864287073017,-1.97116944572611,-0.329188912521995
1,3,1,3,0,4,149,1,6,6,9,9,126.3,0,0,0,1,0,0,55,0,0,6,6,6,13.8333333333333,0,1,6,6,6,12.8333333333333,0,7.6,2.6,0.32,"Graduate",100,100,6,6,6,6,6,6,13.8333333333333,12.8333333333333,1.34034541188884,-1.92208665684506,-0.441088498419787
3,5,1,5,1,1,130,1,6,6,9,9,130,0,0,0,1,0,0,53,0,15,18,18,17,13.1764705882353,0,13,18,18,16,13,0,7.6,2.6,0.32,"Dropout",91.6666666666667,91.6666666666667,11,10,16,15,9,8,13.1764705882353,13,4.08512832305245,4.19457469881894,0.00435321750111376
2,3,1,3,0,2,120,1,6,6,9,9,104,0,0,0,1,0,0,54,0,0,6,8,4,12.75,0,0,6,12,5,12.6,0,7.6,2.6,0.32,"Dropout",75,45,6,6,8,12,4,5,12.75,12.6,-0.244668706133161,0.235396748442225,0.711401067615569
1,2,1,1,1,2,125,1,5,5,7,5,123.6,1,0,0,1,0,1,18,0,0,7,8,5,12.86,0,0,7,8,5,12.86,0,7.6,2.6,0.32,"Enrolled",71.4285714285714,62.5,7,7,8,8,5,5,12.86,12.86,0.468978409139698,-0.0741915219833851,-0.105761281089942
1,3,1,3,0,2,133.1,1,5,5,7,6,121,0,0,1,0,0,0,44,0,2,8,12,4,12,2,2,7,9,4,12,2,8.9,1.4,3.51,"Dropout",53.3333333333333,38.0952380952381,8,7,12,9,4,4,12,12,-0.487347084677502,1.62440979058589,0.0316992760536141
1,2,1,3,1,2,149,1,5,5,7,4,130.5,1,0,0,1,0,0,28,0,8,11,11,9,11.6666666666667,0,8,11,13,9,12.5555555555556,0,10.8,1.4,1.74,"Graduate",81.8181818181818,75,11,10,11,13,9,8,11.6666666666667,12.5555555555556,3.224237249079,3.40399607940146,-1.29803685056314
1,4,1,3,0,1,180,1,3,3,7,2,180,0,0,0,1,0,0,37,0,12,14,14,14,16.5,0,8,11,11,11,16.9090909090909,0,8.9,1.4,3.51,"Graduate",100,100,11,10,14,11,9,8,16.5,16.9090909090909,5.63768366925629,1.98457979783437,1.88817442460004
1,2,1,3,1,2,110,1,3,3,10,10,112.5,1,0,0,1,0,0,20,0,8,10,14,9,12.3333333333333,0,3,7,10,7,11.7777777777778,0,7.6,2.6,0.32,"Graduate",94.1176470588235,66.6666666666667,10,7,14,10,9,7,12.3333333333333,11.7777777777778,2.20680933068676,2.32399471378468,-0.742016762086235
1,1,3,1,1,2,131,1,3,3,10,1,126.1,1,0,0,1,0,0,18,0,0,7,8,7,12.59125,0,0,8,11,7,12.82,0,15.5,2.8,-4.06,"Enrolled",93.3333333333333,73.6842105263158,7,8,8,11,7,7,12.59125,12.82,1.80726694423092,0.593933545564326,-0.425083616078879
1,1,1,3,1,2,117,1,3,3,7,7,111.8,1,0,0,1,1,0,19,0,0,6,9,4,11.5,0,0,6,12,3,11,0,8.9,1.4,3.51,"Dropout",58.3333333333333,33.3333333333333,6,6,9,12,4,3,11.5,11,-1.50099272385203,1.02293367738723,0.0594307603173295
1,1,1,7,1,2,120,1,4,4,3,7,131.4,1,0,0,1,1,1,23,0,17,18,19,18,11.8947368421053,0,12,13,13,13,12.9230769230769,0,15.5,2.8,-4.06,"Graduate",100,96.875,11,10,16,13,9,8,11.8947368421053,12.9230769230769,3.91323794826179,3.9360146946649,-0.83163508592017
1,4,1,7,1,3,140,1,1,1,2,1,120,1,0,0,1,1,0,22,0,0,6,13,5,13,0,0,6,13,2,11.5,0,12.4,0.5,1.79,"Enrolled",58.3333333333333,26.9230769230769,6,6,13,13,5,2,13,11.5,-1.06893136247047,1.72025337696294,1.39229769491781
1,3,1,7,1,2,160,1,2,2,3,4,168.6,0,0,0,1,1,0,26,0,0,6,9,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,"Dropout",0,0,6,6,9,6,0,0,10,10,-4.53143818074437,0.842194332524421,-0.693369165838029
1,1,6,3,1,2,141,1,5,5,3,3,127.7,1,0,0,1,1,0,18,0,0,6,6,6,15.1666666666667,0,0,6,6,6,14.8333333333333,0,9.4,-0.8,-3.12,"Graduate",100,100,6,6,6,6,6,6,15.1666666666667,14.8333333333333,2.02727769313822,-2.39477281587947,0.779101814541771
1,4,1,2,1,3,130,1,4,4,7,7,150,0,0,0,1,1,0,24,0,2,6,8,4,11.75,0,1,6,8,2,13.5,0,11.1,0.6,2.02,"Dropout",50,37.5,6,6,8,8,4,2,11.75,13.5,-1.28157581796814,-0.241886046943524,0.515982863954701
1,1,1,6,1,2,142,1,2,2,2,1,129.8,1,0,0,1,1,0,18,0,0,5,5,0,0,0,0,5,6,1,15,0,10.8,1.4,1.74,"Enrolled",10,9.09090909090909,5,5,5,6,0,1,14.276,15,-2.67380025200995,-1.87722453555768,2.42089885026066
1,3,1,8,1,4,133.1,1,5,5,7,2,100,0,0,0,1,1,0,27,0,0,6,11,3,11.3333333333333,0,0,6,10,3,14.75,0,16.2,0.3,-0.92,"Dropout",50,28.5714285714286,6,6,11,10,3,3,11.3333333333333,14.75,-1.13164554153991,0.571389727506619,1.38747155742168
1,4,1,7,1,3,140,1,5,5,7,4,140,1,0,0,1,1,1,20,0,0,6,10,5,12.6,0,0,6,6,5,13.2,0,12.4,0.5,1.79,"Graduate",83.3333333333333,62.5,6,6,10,6,5,5,12.6,13.2,0.204216602166571,-0.706547084823403,0.0901080862078443
1,1,1,6,1,2,129,1,3,3,2,8,124.1,1,0,0,1,1,0,19,0,0,5,10,0,0,0,0,5,10,1,14,3,7.6,2.6,0.32,"Dropout",10,5,5,5,10,10,0,1,13.59,14,-2.88455279175033,0.00443555455919618,2.81101369858045
1,1,1,2,1,2,148,1,4,4,2,7,131.6,0,0,0,1,1,1,18,0,0,6,8,6,15.5,0,0,6,9,4,15.5,0,11.1,0.6,2.02,"Dropout",83.3333333333333,58.8235294117647,6,6,8,9,6,4,15.5,15.5,1.29821196790608,-1.20392898299039,2.24480221233793
1,1,3,1,1,2,143,1,2,2,2,2,129,1,0,0,1,1,0,18,0,0,8,8,7,12.3657142857143,0,0,8,8,7,12.3657142857143,0,10.8,1.4,1.74,"Graduate",87.5,87.5,8,8,8,8,7,7,12.3657142857143,12.3657142857143,1.86359125351138,0.355333651065535,-1.26348160074256
1,1,1,4,1,2,128,1,5,5,7,7,135.7,1,0,0,1,1,0,19,0,0,6,7,5,13.2,0,0,6,10,5,13.25,0,10.8,1.4,1.74,"Enrolled",83.3333333333333,58.8235294117647,6,6,7,10,5,5,13.2,13.25,0.362493489262507,-0.592560093789971,0.5735333235957
1,2,1,5,1,2,100,1,5,5,7,7,108,1,0,0,1,1,0,34,0,7,12,12,7,11.4285714285714,0,4,12,12,7,11.8571428571429,0,7.6,2.6,0.32,"Enrolled",58.3333333333333,58.3333333333333,11,10,12,12,7,7,11.4285714285714,11.8571428571429,1.99886993430797,3.7706221477501,-1.25930251549852
1,1,1,3,1,2,128,1,2,2,2,2,124.5,0,0,0,1,1,1,19,0,0,6,10,4,14,0,0,6,9,6,12.3333333333333,0,9.4,-0.8,-3.12,"Graduate",83.3333333333333,52.6315789473684,6,6,10,9,4,6,14,12.3333333333333,0.267407707364328,-0.191489147137837,0.75914064448441
2,3,1,7,1,2,120,1,1,1,1,2,100,0,0,0,1,1,0,30,0,3,12,12,3,12,0,5,12,16,5,11.8,0,15.5,2.8,-4.06,"Dropout",33.3333333333333,28.5714285714286,11,10,12,15,3,5,12,11.8,0.464332183036188,4.54139255508334,0.0241747285117102
1,2,1,3,1,2,121,1,2,2,7,1,123.8,0,0,0,0,1,0,22,0,0,4,4,0,0,4,0,5,8,3,12,0,10.8,1.4,1.74,"Dropout",33.3333333333333,25,5,5,5,8,0,3,12.218,12,-2.84202213155153,-1.08107972368916,0.461446218795307
1,1,1,4,1,2,137,1,1,1,1,7,131.4,0,0,0,0,1,0,19,0,0,5,13,4,10,0,0,5,7,3,11.3333333333333,0,15.5,2.8,-4.06,"Dropout",70,35,5,5,13,7,4,3,10,11.3333333333333,-2.06167120003871,0.375021574955289,-0.41602872378288
1,1,1,4,1,2,115,1,4,4,7,6,118.5,0,0,0,1,1,0,21,0,0,5,9,1,10,0,0,5,10,1,10,0,7.6,2.6,0.32,"Dropout",20,10.5263157894737,5,5,9,10,1,1,10,10,-4.09481296642,0.818153744003006,-0.217693745739417
1,1,1,8,1,2,125,1,5,5,7,7,122.9,0,0,0,1,1,1,19,0,0,6,7,6,11.1666666666667,0,0,6,12,3,11.6666666666667,0,10.8,1.4,1.74,"Enrolled",75,47.3684210526316,6,6,7,12,6,3,11.1666666666667,11.6666666666667,-0.727189385996205,0.450152334372841,-0.312025240467333
1,1,1,3,1,2,125,1,3,3,5,5,118.7,0,0,0,1,1,0,20,0,0,6,12,4,11.75,0,0,6,13,3,11.3333333333333,0,15.5,2.8,-4.06,"Enrolled",58.3333333333333,28,6,6,12,13,4,3,11.75,11.3333333333333,-1.3742729151813,1.69923186430713,0.729142265142333
1,3,1,7,1,4,133.1,1,1,1,1,6,100,1,0,0,1,1,0,35,0,0,6,13,3,11.75,0,0,6,10,0,0,0,13.9,-0.3,0.79,"Dropout",25,13.0434782608696,6,6,13,10,3,0,11.75,12.0465,-2.57258650249515,1.55382300453429,1.21981356043735
1,5,2,4,1,2,131,1,5,5,7,7,135.9,1,0,0,1,1,0,20,0,0,5,8,1,10,0,0,5,7,1,11,0,7.6,2.6,0.32,"Dropout",20,13.3333333333333,5,5,8,7,1,1,10,11,-3.95448151945604,-0.06261234419091,-0.353973501204846
1,1,1,2,1,2,133.1,1,2,2,2,3,138.4,0,0,0,1,1,0,21,0,0,5,8,3,14,0,0,5,5,5,12.8,0,7.6,2.6,0.32,"Graduate",80,61.5384615384615,5,5,8,5,3,5,14,12.8,-0.455389561341135,-1.94940629605651,0.578569149326483
1,3,1,2,1,4,133.1,1,6,6,10,10,128.2,0,0,1,0,1,0,27,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout",0,0,5,5,5,5,0,0,10,10,-5.01707202900008,-0.605520550381249,-0.936021995733765
1,2,1,3,1,2,114,1,5,5,7,3,107.4,1,0,0,0,1,0,26,0,0,6,12,3,12,0,0,6,15,0,0,0,9.4,-0.8,-3.12,"Dropout",25,11.1111111111111,6,6,12,15,3,0,12,12.218,-2.38216004012038,2.22185047978801,1.91241175096773
1,1,1,3,1,2,127,1,2,2,10,1,129.8,0,0,0,0,1,0,20,0,0,6,10,0,0,0,0,5,10,0,0,0,10.8,1.4,1.74,"Dropout",0,0,6,5,10,10,0,0,10,10,-4.62003574130695,1.45813524550383,0.0354595839367964
1,3,1,7,1,2,130,1,5,5,4,4,100,0,0,1,0,1,0,28,0,4,10,19,8,11.8888888888889,0,2,8,17,5,11.6,1,15.5,2.8,-4.06,"Dropout",72.2222222222222,36.1111111111111,10,8,16,15,8,5,11.8888888888889,11.6,1.30629103112343,4.30059608833005,0.221563500255254
1,1,3,3,1,2,121,1,3,3,7,5,113,1,0,0,1,1,0,19,0,0,6,6,6,13.8333333333333,0,0,6,6,6,13.6666666666667,0,11.1,0.6,2.02,"Graduate",100,100,6,6,6,6,6,6,13.8333333333333,13.6666666666667,1.51163873855273,-2.04227394435656,-0.14728474839981
1,2,1,4,0,2,120,1,5,5,7,7,107,0,0,0,0,1,0,47,0,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,"Dropout",0,0,5,5,5,5,0,0,10,10,-5.01707202900008,-0.605520550381249,-0.936021995733765
3,3,1,3,1,4,120,1,5,5,2,7,130,0,0,0,0,1,0,55,0,0,6,8,5,11.4,0,0,6,9,5,12.4,0,10.8,1.4,1.74,"Dropout",83.3333333333333,58.8235294117647,6,6,8,9,5,5,11.4,12.4,-0.198283941176148,-0.220111584087804,-0.448407870985408
1,2,1,7,1,2,120,1,5,5,3,7,120,1,0,0,1,1,0,39,0,0,6,8,0,0,0,1,6,8,2,11,0,16.2,0.3,-0.92,"Dropout",16.6666666666667,12.5,6,6,8,8,0,2,11.532,11,-3.27288943417638,0.452130838919708,0.0956191215819234
2,1,1,7,1,2,120,1,5,5,7,7,120.5,1,0,1,1,1,0,35,0,14,17,17,14,10.6428571428571,1,12,12,12,12,10.6666666666667,0,15.5,2.8,-4.06,"Dropout",89.6551724137931,89.6551724137931,11,10,16,12,9,8,10.6428571428571,10.6666666666667,2.94664329989225,4.37416535289505,-2.14425334177594
1,3,1,3,1,2,133.1,1,5,5,9,2,120.5,0,0,0,0,1,0,32,0,0,6,10,2,11,0,0,6,12,0,0,0,7.6,2.6,0.32,"Dropout",16.6666666666667,9.09090909090909,6,6,10,12,2,0,11,11.532,-3.15043287306422,1.60753236261485,0.823825027485494
1,1,4,3,1,2,124,1,1,1,1,7,137,1,0,0,1,1,0,20,0,0,6,6,6,16.8333333333333,0,0,6,6,6,16.6666666666667,0,8.9,1.4,3.51,"Graduate",100,100,6,6,6,6,6,6,16.8333333333333,16.6666666666667,2.74890838336882,-2.88948068466329,2.06929670572772
1,3,1,8,1,2,150,1,5,5,7,7,115,0,0,0,1,1,0,36,0,0,6,8,6,13.5714285714286,0,0,6,9,5,13.2,0,12.7,3.7,-1.7,"Graduate",91.6666666666667,64.7058823529412,6,6,8,9,6,5,13.5714285714286,13.2,0.768884549523957,-0.708441918109437,0.539144927141195
