Gender,Marital_status,Nationality,Age_at_enrollment,Debtor,Scholarship_holder,Tuition_fees_up_to_date,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Displaced,Attendance,Educational_special_needs,International,Application_mode,Application_order,Previous_qualification,Course,Previous_qualification_grade,Admission_grade,Target,Curricular_units_1st_sem_(credited),Curricular_units_2nd_sem_(credited),Curricular_units_1st_sem_(enrolled),Curricular_units_2nd_sem_(enrolled),Curricular_units_1st_sem_(evaluations),Curricular_units_2nd_sem_(evaluations),Curricular_units_1st_sem_(approved),Curricular_units_2nd_sem_(approved),Curricular_units_1st_sem_(grade),Curricular_units_2nd_sem_(grade),Curricular_units_1st_sem_(without_evaluations),Curricular_units_2nd_sem_(without_evaluations),GDP,Inflation_rate,Unemployment_rate
0,1,1,21,0,0,0,2,1,4,5,1,1,0,0,1,4,2,4,162.9698020537334,160.65268695679433,Graduate,0,0,5,4,3,2,4,0,10.473968991309667,11.141868849896571,0,0,2.341606145606585,1.5481547820303512,9.009322776964009
0,2,1,26,0,0,0,2,2,3,1,0,1,0,0,1,1,2,3,144.4577818949547,170.83965730159298,Dropout,1,0,4,4,3,2,2,3,13.300204045318425,14.779164969142442,0,0,2.557761650741128,1.9810727999875255,8.493200980352071
1,1,1,20,0,1,0,4,6,3,2,1,0,0,1,2,1,2,4,155.48085317522668,161.15735404414286,Graduate,2,0,6,6,4,5,5,4,17.200155706592817,17.57826280316984,0,0,0.36669965943873306,2.180794826450039,12.1015506726228
0,2,1,21,0,0,0,2,4,1,7,1,1,0,0,4,4,3,7,120.40251505002057,126.6826489491806,Graduate,1,0,4,4,2,2,4,1,15.957100892499692,16.736559033290625,1,0,0.7611566908908178,1.2197990280331688,9.824615065757794
1,1,1,18,1,0,0,2,2,1,7,1,1,0,0,2,1,2,8,156.23864498003937,157.29706923195567,Enrolled,0,1,5,6,3,2,5,2,13.321110021480585,13.99649515694327,0,0,2.081195505058986,0.5435356797378043,9.29273637784657
0,1,1,23,0,0,0,2,4,2,2,0,1,0,0,1,2,2,4,152.15394892492645,133.7426745902997,Graduate,0,1,5,6,3,2,3,5,14.876352135818165,14.426455109282543,0,0,1.3064756779255393,1.628119048621084,7.755818392602275
0,3,1,23,0,0,0,5,1,1,7,0,1,0,0,1,2,2,2,168.78451056911445,160.60455464908716,Graduate,0,1,7,6,5,5,5,5,11.965314071076001,12.739989192582128,0,0,0.8283054670978247,2.194365953285044,8.782928479635384
0,1,1,26,1,0,0,2,2,3,7,0,1,0,0,1,1,2,8,143.4828526693951,152.6173907261281,Dropout,0,0,4,4,2,1,3,2,15.215923672013,14.633715890411269,0,1,3.151206413974231,1.1999913916233909,7.204219726949288
1,1,1,18,0,0,0,2,3,4,4,0,0,0,0,1,2,2,2,146.12850706231666,140.71023961121938,Dropout,1,1,7,8,0,-1,4,5,14.179112171509866,13.537719536548343,0,0,1.5982777268314954,1.6359578335644633,7.774983101302208
1,1,1,19,1,0,0,3,2,10,6,0,1,0,0,1,3,2,3,121.53360936505447,119.83429484936025,Graduate,0,1,4,4,0,0,4,3,16.618280821928987,14.762848376970036,0,0,3.0051717213257243,0.64291549133253,7.488123304420084
1,1,1,25,0,0,0,2,2,10,3,1,1,0,1,2,1,2,2,139.9890454668924,142.9029901484915,Graduate,1,0,4,4,3,2,4,3,14.145251749350857,14.120538367204977,1,0,0.6184514453507488,1.6287862705847944,8.763656385030037
0,1,1,22,0,0,0,5,4,2,1,0,1,0,0,1,2,2,5,152.22750585397355,142.45856785417197,Graduate,1,0,7,7,2,3,5,4,10.0,11.181351844186164,0,1,0.9206735946921576,1.6924240468357667,10.11961345399167
1,3,1,17,0,0,0,2,3,3,4,0,0,0,0,1,1,1,4,154.12174845903974,141.2972992198769,Graduate,0,0,5,5,0,-1,5,5,13.635697011930084,13.310758556155198,0,0,2.714782424610842,1.405168693152408,7.7049725295848015
1,2,1,28,0,1,0,3,6,5,7,1,0,0,0,3,2,2,3,174.26292706939847,174.13720969340537,Graduate,0,2,5,4,5,6,2,4,13.666053353558757,12.79186639080708,0,0,1.9732364472670119,3.4605179701637283,7.358741613596706
0,1,1,17,1,0,0,2,1,2,5,1,1,0,0,1,3,2,7,149.22970865456514,145.52188169501414,Graduate,1,0,7,6,1,1,5,4,13.800074514770655,14.68780492053468,1,0,3.046427143528181,1.1761856480254802,9.332715229989278
1,1,1,25,0,0,0,4,2,6,5,1,1,0,0,1,2,2,6,138.14477673507648,140.422850696055,Dropout,0,0,4,5,1,1,3,3,10.16819911119981,11.060557645683947,2,0,2.2125237750370332,0.9546414975637434,6.140676058198635
1,1,1,17,0,0,1,4,2,4,4,0,1,0,0,3,4,2,8,151.13332298630928,136.81524743397662,Graduate,0,2,7,8,7,7,7,3,18.293586190557257,17.923389766000273,0,2,3.663076857753243,2.0634898131416763,5.97976791792585
1,1,1,30,0,0,0,4,4,4,5,1,1,0,0,4,1,2,3,128.85156120517428,123.50439945274448,Dropout,0,1,7,8,6,7,4,6,14.253278286021697,14.210388287250284,0,0,3.1489583561123333,1.1517933516680605,7.813996149093635
1,1,1,17,0,0,0,4,2,7,4,0,1,0,0,4,1,2,7,166.50118862726163,173.39050789086468,Dropout,1,0,5,4,4,3,1,4,13.615492085656243,12.796748323109462,0,1,2.5085677700856412,2.3671144253118976,6.778122052438435
0,2,2,27,0,0,0,1,2,7,7,1,0,0,0,1,1,3,3,126.12946038874577,155.58751811757836,Graduate,0,1,5,5,4,4,2,4,12.965690123878048,12.038333663549146,0,1,0.9646268235614461,1.3723329584197599,7.49510693440631
0,1,1,21,0,0,0,5,1,10,1,0,1,0,0,1,3,2,1,131.89675950927494,133.08987339375668,Dropout,0,0,4,3,3,4,2,3,12.89578197202268,13.121985121737563,1,0,1.0006084565823614,1.5588430704787637,7.7342107503735065
1,2,1,19,1,0,0,3,4,3,7,1,0,0,0,1,1,2,2,118.49003736484252,125.19846084908077,Dropout,0,1,4,5,2,3,2,4,11.093423263479533,12.669536970394903,0,0,0.28009824560585384,1.3388852534366718,10.327870882691693
0,1,1,22,0,0,0,4,2,7,2,1,1,0,0,2,2,2,5,141.6571256345404,146.53297679194867,Graduate,2,1,7,6,4,5,4,5,16.392498434566246,17.49214962159591,0,1,2.7131058538880017,0.9744964195241815,7.5791800883808005
1,1,1,24,0,1,0,3,1,6,7,0,1,0,0,2,1,2,7,152.90369950145825,155.83828641060143,Graduate,0,0,5,5,2,1,4,5,14.06257031525027,12.503385709070821,0,0,1.7432647946079753,1.154304778617862,8.48185549106489
1,1,1,17,0,0,0,2,2,6,5,0,1,1,0,1,5,2,1,173.0654927664408,179.88577909417964,Graduate,1,0,4,4,1,1,4,4,14.218839325764467,15.194459179192066,0,0,0.18251535996447976,1.1389479565954126,10.033795923390139
1,1,1,17,0,0,0,3,2,7,7,0,1,0,0,3,3,2,7,138.8522452707655,129.2636860915398,Graduate,1,0,4,4,2,3,4,3,16.262342579458547,16.115439315228592,0,0,1.7780165077986925,1.6491845546526753,8.987579241638265
1,1,1,24,0,0,1,1,2,10,7,1,0,0,0,3,1,2,6,135.51170307202162,131.9400417721343,Dropout,0,1,7,7,3,2,3,4,13.093693680059875,13.327248167216748,0,2,1.916777634384151,1.5577929563388246,6.2989487808765245
0,3,1,17,0,0,0,3,1,7,3,0,1,0,0,1,2,2,1,95.0,97.4989661417724,Dropout,0,0,5,4,0,1,4,2,16.694741202244238,15.310107094189851,0,0,1.800354128326227,1.5910927563378898,10.23870511176524
0,1,1,18,0,0,0,2,4,4,7,1,1,0,0,1,2,2,1,144.4626766850635,134.79895103416095,Dropout,2,1,6,6,4,3,5,4,13.120467304777346,12.237549277532084,0,1,1.8848139618913502,0.8637106841264011,6.973567298864079
0,3,1,36,0,1,0,2,1,5,2,0,1,0,0,2,5,2,1,140.5519930856984,144.88527406460713,Graduate,1,1,6,6,2,3,0,5,12.481769551970025,14.85620169496233,0,0,3.5788100950785036,0.9856556804623481,6.082514603392249
0,1,1,17,1,0,0,6,1,7,2,0,1,0,1,1,3,2,6,140.31596420665537,121.15157124722018,Graduate,0,2,7,7,3,4,6,6,13.361327067407725,14.216375916416247,0,0,1.8790202394513407,1.7748759924978048,9.008259639252913
0,3,1,27,0,0,0,5,2,7,9,1,1,0,0,2,1,2,5,170.1161259976275,178.23789058919823,Dropout,1,0,6,7,2,3,6,7,13.756184109454658,13.151196795633835,0,0,0.5080260995016415,1.2579412946779476,9.143787474968555
0,1,1,18,0,0,0,4,6,7,2,1,1,0,0,1,5,3,3,150.9226005098988,149.41850062339515,Dropout,1,0,5,6,3,3,3,1,16.363154457007916,15.695770417169092,0,1,1.7338858680513947,1.9668657016727997,8.23310629711175
1,3,1,24,0,1,0,4,1,4,3,1,0,0,0,1,1,2,1,131.67804292058958,138.61915116878666,Dropout,0,2,6,5,3,2,3,4,14.580522434162821,13.760191918379746,0,0,2.52538604677517,1.4960407031240093,5.927125743899506
1,1,1,24,0,0,1,3,4,5,2,0,0,0,0,4,2,1,4,121.88487755958661,131.85400236051697,Graduate,0,0,6,6,4,3,4,5,14.770947467755821,15.963257369127334,0,0,1.2176095033215164,0.7719246499758711,7.483104632150285
0,2,1,27,0,0,0,3,4,1,5,0,1,0,0,2,3,2,6,116.85354922376695,130.9506191231079,Graduate,0,0,5,6,5,4,4,5,11.572887945293804,11.257410547390155,0,0,2.399020398282369,1.017264461752835,5.951436755123657
0,3,1,20,0,0,0,1,2,9,8,0,1,0,0,1,1,1,1,131.08857798676254,133.77542130020493,Graduate,1,2,4,5,0,-1,3,3,14.36827674286602,13.470453464972316,0,0,2.025567159448124,2.338284668204512,8.127337078117382
1,1,1,31,0,0,0,5,2,1,3,1,0,0,0,2,5,1,7,147.48022101421896,130.1478036522693,Graduate,0,2,5,6,2,1,4,4,10.785222663235476,10.883587318220314,0,0,3.0804013958232455,1.917662773435028,7.208447200621735
0,1,1,18,0,0,0,4,3,6,6,1,1,0,0,3,1,2,1,97.80608480980446,95.0,Graduate,0,0,4,4,1,1,2,1,12.702767920260053,12.342516038924419,0,1,2.7470543068050035,0.9052270908965993,7.492311899878682
0,1,1,22,1,0,0,3,3,7,5,1,0,0,0,1,1,3,5,137.2990580552616,124.65228458403466,Enrolled,1,0,4,3,4,5,4,3,14.099903352098353,14.061823722369953,0,0,1.5446736966100274,1.9068667083747444,8.48001935361863
0,3,1,22,0,0,0,5,4,5,4,1,0,0,0,5,1,2,2,156.03657734394577,163.23901594344426,Enrolled,2,0,7,8,7,7,4,3,11.446479934865815,10.688621006713422,0,0,1.6153096139397172,1.4289322424926354,8.98561325733739
1,1,1,17,0,0,0,3,4,7,6,1,1,0,0,1,4,2,1,119.29374261423598,105.20737197421177,Graduate,2,1,4,3,4,5,1,2,18.635715210047568,18.98522206932897,0,1,1.0642659943002362,2.0975051277199688,10.31142035786523
0,1,1,20,0,0,0,2,2,7,6,0,1,0,0,4,1,3,3,136.43668552194498,134.09458341456653,Enrolled,1,1,7,7,4,3,4,3,13.026091330399945,13.041323754356673,0,0,2.104927767996658,1.5508754854453886,5.060954716492162
1,1,1,22,1,0,0,6,3,1,4,0,0,0,0,1,1,1,6,120.16839059969271,115.9464257813916,Graduate,0,1,6,7,2,3,4,4,16.404928629613828,16.383092087373605,0,0,1.9064721998094571,1.0880347220235642,9.570864708069738
0,1,1,19,1,0,0,2,1,5,7,0,1,0,0,2,1,2,1,95.0,98.6085859597898,Dropout,1,0,5,4,4,5,5,1,15.775121553841633,14.420594912348568,0,0,0.2427214081731328,1.8392411958119919,9.700343955960813
0,2,1,33,0,0,0,3,3,7,1,1,0,0,0,1,1,2,4,123.99279079988054,131.14521812442584,Graduate,0,1,4,4,4,5,4,4,15.485570858657631,16.430594568140737,0,0,1.4708786127323639,0.6925475655204807,9.69173473668998
0,1,1,17,0,0,0,2,3,5,1,0,1,0,0,5,2,2,4,118.72923707458544,119.67841219694589,Dropout,0,1,7,8,4,5,6,6,14.976146555662185,14.896901634190995,0,0,2.2109511783205624,1.7265387045527456,6.292186670041266
0,1,1,27,0,0,0,3,2,6,10,1,1,1,0,1,1,2,4,155.50206813952482,163.51962787703246,Graduate,2,0,5,4,4,5,3,1,12.110193030427704,13.246911568066613,0,0,1.166950639181328,1.2812796201439893,8.476258126908597
1,3,1,25,0,0,0,3,1,6,7,0,1,0,0,1,1,2,8,149.61072656850322,138.6043331200391,Dropout,0,0,5,4,0,0,4,4,15.153282299084756,16.09174113348367,0,0,3.2335631459198666,1.3515038735312657,6.479911365185722
1,1,1,21,0,0,0,3,2,2,7,0,1,0,0,3,1,2,3,119.16394900348394,129.37196866764,Dropout,1,0,7,7,7,6,5,4,13.839638020993503,13.19346098066867,1,0,2.2037315164122178,0.8893049101948587,7.88029472723122
1,1,1,17,0,0,0,3,2,5,7,0,0,0,0,1,2,4,8,165.85298220685843,167.16735494663956,Graduate,0,1,5,6,2,2,5,3,10.3182063768981,10.0,0,0,1.0972526977058867,1.5476637738012136,9.075936381881442
1,1,1,17,0,0,0,2,4,1,5,1,0,0,0,4,1,1,5,154.50409510037645,162.10031263837604,Graduate,0,0,4,3,3,2,2,2,15.286366058368126,15.519308077047926,0,0,2.0106312802476274,1.3504680292334375,6.319746468037438
1,1,1,18,0,0,0,3,3,2,7,0,0,0,0,1,2,2,7,134.87113903310896,129.69925111108373,Dropout,0,0,6,7,1,2,4,5,13.698865438553453,14.899963876968453,0,1,2.0454618068132593,1.631338899272932,8.098106055097528
1,1,1,17,1,0,1,5,3,6,1,1,1,0,0,1,1,1,3,146.6011125606819,126.09341606127349,Dropout,0,0,4,4,3,2,3,2,10.569399254694767,10.0,0,0,2.4522070653806143,1.2605834666392643,5.590715823227745
1,2,1,17,0,0,0,1,2,6,7,1,0,1,0,2,4,2,1,121.09256182487304,127.74865459290487,Dropout,0,1,5,4,5,6,4,3,18.644489936840024,19.31437869531982,0,0,1.5094288922604733,1.0732774722646468,9.039920207035866
0,1,2,17,0,0,0,1,1,2,6,1,1,0,0,1,1,2,1,95.0,95.0,Graduate,0,0,7,8,7,8,5,6,17.608347021310664,16.18729213620605,2,0,2.148890467436276,2.389292592501596,7.447928926543022
0,1,1,28,0,0,0,1,2,7,10,1,0,0,0,3,3,3,5,141.81752175793466,153.83585726678004,Graduate,0,0,6,5,4,5,5,4,14.842274359700985,13.864747368855928,0,1,0.9798462052202648,2.1274533553417707,8.775300644634939
0,1,1,24,0,0,0,5,2,4,7,1,0,0,0,1,3,2,8,112.7178694262868,116.93647648510662,Dropout,1,2,6,7,2,2,2,5,14.757418440887058,14.097101967896212,0,1,0.9914528407200431,1.4790641500987567,8.668188116850512
1,1,1,25,0,0,0,3,3,9,2,1,1,0,0,1,5,2,1,135.46330722059636,164.98244525582135,Graduate,0,0,6,5,1,2,4,4,14.342867033519607,13.024568026034617,2,0,2.2159213597288234,1.8737841959011308,5.394295337742097
0,2,1,24,0,0,0,6,4,4,5,0,1,0,0,1,3,4,6,148.220168123138,160.92901746164353,Graduate,0,1,5,5,3,3,4,4,10.0,10.0,0,0,0.5854234930605653,0.8365452144402903,7.977205672365704
0,1,1,22,1,1,0,3,2,2,1,1,0,0,0,1,1,2,5,101.12688291169565,98.64142731314519,Graduate,0,0,4,5,2,2,1,2,15.0420261478642,16.05811536151075,1,0,1.6782205801972836,2.321797583113292,9.534176157533548
1,1,1,28,0,1,1,2,3,7,7,0,1,0,0,2,1,4,6,144.13305458836004,128.28425547046515,Graduate,1,2,7,8,4,5,6,4,14.72128030886931,16.465240219102505,1,1,4.418724203158852,1.7688514595902616,6.587960110752262
1,1,1,18,0,0,0,4,1,6,6,0,1,0,0,1,1,2,2,156.5289149340455,147.81487599826536,Graduate,1,1,7,6,4,4,5,6,14.90682058113134,16.488086670786,0,1,2.859012066849733,1.9751616829252174,8.377079942180917
1,1,1,22,0,1,0,2,1,4,4,1,0,0,0,1,4,1,1,98.42079065251674,95.0,Graduate,0,2,7,7,6,6,6,5,12.715007160563323,12.291977134460003,0,2,2.8671878425925277,1.3801299733842833,8.534694447451235
0,1,1,25,0,0,0,2,1,4,10,0,1,0,0,4,1,2,1,154.10875518704552,148.89854901772165,Graduate,0,1,5,5,4,4,5,2,13.677298524204746,15.061377794598435,0,0,3.856546014798021,1.8508293048598725,4.128981387960261
1,1,1,17,1,1,0,2,3,2,10,0,1,0,0,1,3,4,2,177.97961784245945,176.72627909984948,Dropout,1,1,5,6,5,6,5,4,14.54319937834819,15.439844281202928,0,0,1.3067979688891167,1.195797305793849,6.793927491299775
0,1,1,36,0,0,0,2,2,4,10,0,1,0,0,4,1,2,2,134.89845811952753,138.0761325491442,Dropout,0,0,4,4,1,2,4,4,13.6989502380845,13.039068760873095,0,0,2.282071475952917,2.139858001444484,8.455843727784435
0,2,1,21,0,1,0,2,2,1,3,1,1,0,0,5,4,2,2,154.80837174071405,168.5497144705201,Dropout,0,1,5,5,1,2,3,5,13.993284141596732,13.901568553071696,1,1,3.0461620126849276,1.7190086003035854,7.058098299787252
0,1,1,22,0,0,1,1,3,6,7,0,1,0,0,3,3,2,3,119.9064087100979,111.19840620194665,Graduate,1,1,5,4,4,4,4,3,14.718693536671752,15.762910352021743,0,0,0.2889080369760628,1.0475447977436667,10.925866278813052
0,2,1,27,0,0,0,2,3,7,10,0,1,0,0,1,1,2,5,158.40464867916413,144.51955882370459,Graduate,1,0,5,5,5,4,2,2,14.676316887338189,14.505340596564002,1,0,2.094383320696866,0.7017136282325807,7.433521050728584
0,2,1,26,1,0,0,2,1,7,6,1,1,0,0,4,3,1,8,150.20276878020323,158.5127017463306,Graduate,0,0,4,4,1,1,3,2,14.453184497812694,14.035931466643518,1,0,1.4405520789242905,1.2533858712174633,6.901780478854449
1,1,1,21,0,0,0,4,3,1,3,0,1,0,0,1,1,2,8,144.35507721595351,157.67779582482194,Enrolled,0,0,4,3,3,2,2,2,14.814490539038069,13.771964230916502,0,0,2.49444351565559,1.4310082431890594,9.375442305544366
0,1,1,22,0,0,1,2,4,7,7,1,1,0,0,1,3,2,3,143.21720488466423,138.31254054087427,Graduate,1,0,7,8,0,1,6,3,11.93132759557949,12.494650385673106,1,1,1.6929768501104105,1.9512849797753067,7.978794660805135
1,1,1,17,0,1,1,2,2,5,7,1,0,0,0,5,4,1,1,147.88897455270765,158.30024517938614,Dropout,1,0,6,5,2,3,5,5,12.956056602477007,13.320955962041154,0,1,3.493322923909428,1.5441076067764368,6.1689427466674065
0,1,1,18,0,0,0,1,3,2,7,0,1,0,0,1,4,2,8,138.71999945923224,146.42265807188167,Graduate,0,0,7,8,0,-1,5,6,11.678611711791405,11.733755415249908,1,2,1.2828025294885608,0.4102806357484665,9.373306933622555
0,2,1,24,0,0,0,3,2,7,3,1,1,0,0,2,1,2,4,120.54139730873888,103.4576006823173,Dropout,1,0,4,3,0,-1,2,1,12.62023307488223,12.702395943135121,1,1,2.9894294966886115,1.8312522333112937,6.697454217916163
0,1,1,23,0,0,0,3,4,4,2,1,0,0,0,1,1,3,8,137.04297395589523,130.67649035426396,Graduate,0,1,4,5,2,2,3,2,13.830450870247299,12.106902853956115,0,0,3.2349780000027475,2.334103829184167,7.3070281573223
0,1,1,27,0,0,0,4,5,3,7,1,1,0,0,1,3,2,5,139.04631335727595,134.27876177474997,Graduate,0,0,7,8,7,8,5,7,12.04624960444399,13.126752860681,0,2,1.8331543261045473,2.0841932641414536,7.564966587862291
1,1,1,20,0,1,0,4,2,2,5,0,1,0,0,1,3,2,8,116.52187216633453,136.40790400857705,Graduate,0,1,7,8,3,2,5,5,18.08188539934583,17.827160996841002,0,0,1.0011647937016335,1.2147190259962095,9.635838208366154
0,1,1,17,0,1,0,2,2,5,7,1,1,0,0,4,1,2,4,137.79033226299342,142.87639332325705,Graduate,0,0,7,6,1,1,5,4,17.302354550092584,17.295797342557545,1,1,0.2765547034101232,1.1149719713870714,9.19382822118907
0,1,1,26,0,0,0,1,2,1,2,0,1,0,0,1,2,2,5,138.76497045737275,133.73096930864153,Dropout,1,0,6,7,0,1,4,6,11.369253068190558,12.67513639504183,0,1,3.8829538492531235,1.828747811239786,7.905338248450539
0,2,1,28,0,0,0,2,2,7,2,0,0,0,0,1,1,2,5,129.58758305370898,122.61615775268143,Graduate,0,0,6,5,0,0,4,5,14.064625279221302,13.19576473980544,1,0,2.998492677519868,1.8870722129309718,8.133631426250615
0,1,1,25,0,0,0,6,1,5,4,1,1,0,0,1,2,4,2,147.04581415118068,131.34658660743546,Graduate,0,0,5,6,3,3,3,6,17.371040046462284,17.169900935446748,0,0,2.434793347049153,1.5182397873804587,8.119403513615543
1,2,1,20,0,0,0,3,3,5,3,0,0,0,0,1,3,2,7,151.7905483446113,162.45190133046734,Dropout,0,1,6,6,3,2,5,5,12.637895262231028,12.65718925068227,0,2,0.7898509633545632,0.6954191798456958,9.88450082945207
0,1,1,26,1,0,0,1,1,1,7,1,1,0,0,1,2,2,1,126.72632069367154,130.6825759473864,Dropout,0,0,4,5,4,4,2,5,15.422345437433442,16.326597329572284,2,0,3.467325326509592,1.446330244510901,7.429314168343801
1,1,1,38,0,0,1,1,2,7,4,0,1,0,0,1,1,2,3,142.9826022112034,149.17706454908168,Dropout,0,0,6,7,4,3,6,5,17.09140493533579,16.88316779574918,0,0,1.9072951641020508,1.5631788601945145,7.44872322822268
1,1,2,22,1,0,0,2,3,5,7,1,1,0,1,1,5,2,7,158.18384324769255,145.32807203626678,Graduate,0,0,4,3,3,3,3,3,14.783993310164432,16.897787031652047,0,0,1.9913929662443652,1.062073023781198,7.388111943517213
1,1,1,17,0,0,0,2,3,5,7,0,1,0,1,1,1,1,5,119.79261868595648,127.1505774879597,Dropout,0,2,5,6,0,-1,3,5,16.226169269136218,14.28388273531549,0,1,4.180337518749537,2.146551048051789,5.1237088457090065
1,1,1,18,0,0,0,4,1,7,2,0,0,0,0,1,1,2,1,106.7356067001146,104.35485892005534,Graduate,1,0,5,4,2,2,4,3,11.370957295714348,11.201236137864448,0,0,2.2903128336943475,1.4252200370462378,6.752066150578789
1,2,1,24,0,0,0,3,3,1,8,0,0,0,0,1,1,2,2,121.17701550280941,113.905735328045,Dropout,0,2,7,8,0,0,5,4,12.920751832012131,12.844851752150849,1,0,3.041515447150566,1.3521425382174708,7.408305046468141
1,2,1,17,1,0,0,3,5,4,7,0,1,0,0,4,1,2,1,150.53784536755953,155.6688461625915,Graduate,1,1,6,5,4,4,5,2,13.895538131713895,14.964012355809066,0,0,0.6077217680574107,2.273531736521016,8.73956578977887
1,1,1,22,0,0,1,2,1,6,7,0,1,0,0,1,1,2,3,130.86573610884184,118.86484626683745,Graduate,1,1,5,5,0,-1,4,3,13.723908992592628,13.66007306007169,0,1,1.857382981413377,1.2455359526956415,10.28741500281455
0,1,1,23,0,1,0,2,2,5,8,0,1,0,0,1,3,3,2,115.2291666111362,117.01954915757028,Dropout,0,0,6,5,6,6,4,5,16.091397014713785,16.802658990110867,0,0,1.5466289589215196,1.0596665205062812,8.025509725868975
0,1,1,29,1,0,0,3,3,2,3,1,1,0,0,3,2,2,6,165.38796118547012,162.73345456098846,Dropout,2,0,6,6,1,2,5,6,14.65945557743031,13.886328006408721,0,1,1.6209093093957012,1.276712103500956,9.045708581589817
0,2,1,28,1,0,0,3,3,3,5,1,1,0,0,1,2,2,6,116.39313121268778,127.11838467950037,Dropout,0,0,5,5,1,0,4,4,14.158428093736116,14.410718352739059,1,0,2.081955774274522,1.8209003756499642,7.951895620292481
1,1,1,25,0,0,0,2,2,4,1,0,1,0,0,3,4,2,2,136.5884557215809,145.5073701026294,Graduate,0,1,5,4,1,1,3,3,10.039800630508479,11.91013645275271,0,0,2.4233541789107034,1.4029429042521475,7.875055182430643
1,3,1,17,1,1,0,3,2,10,5,1,0,0,1,1,5,1,4,154.7314729823055,155.64013405247852,Graduate,1,1,4,4,3,4,4,2,13.655496304472498,12.529132232800556,1,0,2.097091568706869,0.5253093083164363,7.9928537157782
0,1,1,26,0,0,0,4,4,4,6,1,1,0,0,1,1,2,3,153.40270737594088,156.2119573004404,Enrolled,0,0,6,7,0,-1,4,7,11.605061623634246,10.787873902031581,0,0,1.87948525700085,1.9145204168087355,8.400356389463685
1,1,1,25,0,0,0,1,6,3,7,1,1,0,1,1,1,3,3,148.34630005593445,154.33234891612437,Graduate,0,1,5,5,2,2,1,4,12.523844521181394,13.06807615492539,2,0,1.6836390364273164,2.3027193490430267,7.531712251838632
0,3,1,22,0,0,0,3,4,7,1,1,0,0,0,1,3,2,5,126.64096149572835,126.54995585557798,Dropout,0,0,5,6,4,3,4,4,13.099389089895764,14.775696478809726,0,2,2.900513532504463,1.2629897408613786,6.070652150467228
0,1,1,17,0,0,0,2,6,5,1,0,1,0,0,1,2,2,8,151.15799076222524,142.98099583949244,Graduate,1,1,5,6,3,2,3,5,15.279039760155625,15.514594046639667,0,2,3.008858344443304,1.969012115870136,6.73999836109354
1,1,1,17,0,0,0,3,3,5,5,0,0,0,0,1,1,1,8,140.29534955217574,135.46622551500482,Graduate,0,1,7,8,3,3,6,6,13.972059903771365,14.239078858059445,1,0,1.6017825557332412,2.363842908811407,7.227576864085568
0,1,1,17,0,0,0,1,5,6,2,0,1,0,0,2,2,2,4,148.1311806910892,135.9254135073332,Enrolled,0,0,4,4,1,2,2,3,17.01460230628576,16.509371482954247,0,1,4.296138067538892,0.8536605929231691,4.534939612076299
0,1,1,17,0,1,0,3,3,6,7,1,1,0,0,1,3,2,4,167.41282163114366,176.66690596444687,Graduate,0,1,4,4,1,0,3,3,15.535016054935342,14.961426094109395,0,1,-0.790005543387537,0.9900374868219041,9.989209367777415
1,1,2,21,0,0,0,1,5,6,7,0,1,0,0,2,5,2,5,116.12504975532231,120.10408249860554,Dropout,1,3,5,4,1,1,3,2,13.2590276538562,13.105794556805373,0,1,2.5057635942462637,1.7257312574621604,7.977901167997446
1,1,1,17,1,0,0,1,2,1,4,1,0,0,0,2,2,3,4,147.70465559945401,143.47389651489527,Graduate,2,1,5,4,4,4,5,4,11.127539506280026,11.677890014088483,0,0,0.2962073692666789,1.232565938484858,9.273098247025247
0,2,1,34,0,1,0,3,4,7,1,0,1,1,1,2,2,2,1,142.84283008735568,135.59421871483545,Enrolled,2,1,5,6,5,4,5,5,13.618533550325976,11.388345216977202,1,0,3.0143951855180413,1.6238675371767728,7.137580364560911
1,1,1,20,1,0,0,3,2,2,2,0,0,0,0,1,3,2,5,158.88706654709495,161.25028520205927,Dropout,1,1,5,4,1,0,4,3,16.063709850065436,17.42791256991772,0,0,3.8074406160084937,1.315990885328926,7.417390783340986
0,3,1,27,1,0,0,4,1,3,7,0,1,0,0,1,1,3,5,175.5663219001082,161.43651308001563,Graduate,0,0,6,6,3,4,5,4,12.278292275800231,14.142315650362669,0,0,2.608595800305195,1.7721551383023397,6.009314070633348
0,1,1,17,1,0,0,3,3,2,10,0,0,0,0,3,3,2,4,174.9431913545543,164.2564201282119,Graduate,0,1,4,5,1,2,2,2,13.033883647866194,13.716082492683139,1,0,3.8810470784395577,1.4645189267897123,7.957888599136806
0,1,1,18,0,1,1,3,2,7,4,0,0,0,0,4,2,2,4,156.7001068128555,156.50424175232496,Graduate,3,0,4,5,3,4,2,3,12.556478651094695,11.131187835166426,0,0,2.254912103742958,2.0820466572460057,8.993687485321212
1,1,1,21,0,0,0,3,1,6,7,0,1,0,0,2,1,1,8,128.02627585186124,152.43731007729622,Graduate,1,0,7,7,7,6,3,3,14.275477488153646,13.125212310996691,1,0,3.671564835302089,2.546340193418955,6.875355254614197
0,1,1,17,0,0,0,2,6,7,7,1,1,0,0,1,2,2,5,131.5539101915037,136.07785112608173,Graduate,0,0,7,8,5,5,7,7,12.939457280676734,13.302459763261254,1,0,1.4169775591104632,1.4515872412241793,10.051008527379008
